,GID_1_41,year,grp_usd
3214,BGR.21_1,2004,882966772.801872
3215,BGR.21_1,2005,994437042.365455
3216,BGR.21_1,2006,1169626480.217143
3217,BGR.21_1,2007,1339652158.765593
3218,BGR.21_1,2008,1564118346.61776
3219,BGR.21_1,2009,1748332653.42717
3220,BGR.21_1,2010,1462914047.20464
3221,BGR.21_1,2011,1969951213.16784
3222,BGR.21_1,2012,1774436584.5455039
3223,BGR.21_1,2013,1603873050.9234161
3224,BGR.21_1,2014,1646321046.41385
3225,BGR.21_1,2015,1540467014.21912
3226,BGR.21_1,2016,1524881889.27116
3227,BGR.21_1,2017,1781428297.078965
3228,BGR.21_1,2018,1789587812.669517
3229,BGR.21_1,2019,1783389858.326091
3230,BGR.22_1,2000,823888484.1447121
3231,BGR.22_1,2001,900319725.019351
3232,BGR.22_1,2002,935662634.234136
3233,BGR.22_1,2003,1207066464.113304
3234,BGR.22_1,2004,1403168339.71501
3235,BGR.22_1,2005,1522917118.8319232
3236,BGR.22_1,2006,1548662111.091292
3237,BGR.22_1,2007,1812257579.387304
3238,BGR.22_1,2008,2263211137.6369457
3239,BGR.22_1,2009,2328238188.711225
3240,BGR.22_1,2010,2154392392.035936
3241,BGR.22_1,2011,2355866851.7307
3242,BGR.22_1,2012,2319630243.597504
3243,BGR.22_1,2013,2457222559.6126323
3244,BGR.22_1,2014,2793176210.3236203
3245,BGR.22_1,2015,2148038993.551455
3246,BGR.22_1,2016,2545458039.9692993
3247,BGR.22_1,2017,2714510016.0432377
3248,BGR.22_1,2018,2724084797.4818277
3249,BGR.22_1,2019,2359741776.78456
3250,BGR.23_1,2000,193966581.74953797
3251,BGR.23_1,2001,204614626.2882
3252,BGR.23_1,2002,241531871.8792
3253,BGR.23_1,2003,271660693.81792
3254,BGR.23_1,2004,315635850.24249
3255,BGR.23_1,2005,346788039.122602
3256,BGR.23_1,2006,389662742.880736
3257,BGR.23_1,2007,480085308.08784604
3258,BGR.23_1,2008,524781938.082859
3259,BGR.23_1,2009,489154892.219175
3260,BGR.23_1,2010,482542807.49732
3261,BGR.23_1,2011,538078887.838095
3262,BGR.23_1,2012,505751015.47755
3263,BGR.23_1,2013,522414007.525774
3264,BGR.23_1,2014,496788250.23274004
3265,BGR.23_1,2015,438109272.236525
3266,BGR.23_1,2016,482188219.497642
3267,BGR.23_1,2017,493453702.278972
3268,BGR.23_1,2018,555094330.027071
3269,BGR.23_1,2019,536346024.23161805
3270,BGR.24_1,2000,965062296.79996
3271,BGR.24_1,2001,1014463609.5797001
3272,BGR.24_1,2002,1161716824.745868
3273,BGR.24_1,2003,1446878658.700713
3274,BGR.24_1,2004,1743691265.750368
3275,BGR.24_1,2005,1901363705.302628
3276,BGR.24_1,2006,2234298967.042695
3277,BGR.24_1,2007,2877584133.368483
3278,BGR.24_1,2008,3471271322.51634
3279,BGR.24_1,2009,3278974965.94668
3280,BGR.24_1,2010,2993656416.9627
3281,BGR.24_1,2011,3463045932.7022
3282,BGR.24_1,2012,3232246888.89096
3283,BGR.24_1,2013,3209400350.4915123
3284,BGR.24_1,2014,3413065867.636124
3285,BGR.24_1,2015,2947177510.92309
3286,BGR.24_1,2016,2972891756.742908
3287,BGR.24_1,2017,3205665546.9726796
3288,BGR.24_1,2018,3624200803.2395396
3289,BGR.24_1,2019,3540332809.678015
3290,BGR.25_1,2000,471485145.187562
3291,BGR.25_1,2001,497297894.24102205
3292,BGR.25_1,2002,608214656.9675521
3293,BGR.25_1,2003,676556198.145542
3294,BGR.25_1,2004,772261646.4159031
3295,BGR.25_1,2005,827466921.3959191
3296,BGR.25_1,2006,879740582.959617
3297,BGR.25_1,2007,1032367747.532228
3298,BGR.25_1,2008,1168734048.7616801
3299,BGR.25_1,2009,1165517916.82501
3300,BGR.25_1,2010,1159520711.5676
3301,BGR.25_1,2011,1220134039.905589
3302,BGR.25_1,2012,1124343209.76156
3303,BGR.25_1,2013,1183278927.151966
3304,BGR.25_1,2014,1161526779.2257378
3305,BGR.25_1,2015,995805939.722018
3306,BGR.25_1,2016,1010813433.73014
3307,BGR.25_1,2017,1079817678.133876
3308,BGR.25_1,2018,1229699185.347248
3309,BGR.25_1,2019,1193575504.9906242
3310,BGR.26_1,2000,181085801.82762
3311,BGR.26_1,2001,198633752.37225
3312,BGR.26_1,2002,222328343.761832
3313,BGR.26_1,2003,256914250.856653
3314,BGR.26_1,2004,291879893.049984
3315,BGR.26_1,2005,299999361.595779
3316,BGR.26_1,2006,295657147.38777
3317,BGR.26_1,2007,367095788.01990795
3318,BGR.26_1,2008,423744002.2626
3319,BGR.26_1,2009,401061320.475403
3320,BGR.26_1,2010,354333218.46954
3321,BGR.26_1,2011,368991146.712658
3322,BGR.26_1,2012,330482019.514592
3323,BGR.26_1,2013,343117092.08422303
3324,BGR.26_1,2014,340482927.238383
3325,BGR.26_1,2015,283382452.918025
3326,BGR.26_1,2016,280116432.071754
3327,BGR.26_1,2017,313999302.77191
3328,BGR.26_1,2018,337934130.01568
3329,BGR.26_1,2019,337216999.94545
3330,BGR.27_1,2000,595461676.151499
3331,BGR.27_1,2001,541855027.845516
3332,BGR.27_1,2002,565933229.3548701
3333,BGR.27_1,2003,671790657.3106439
3334,BGR.27_1,2004,737112343.794848
3335,BGR.27_1,2005,779427851.9653081
3336,BGR.27_1,2006,754273566.9806161
3337,BGR.27_1,2007,878095799.4844041
3338,BGR.27_1,2008,1076504995.841118
3339,BGR.27_1,2009,1007952048.19555
3340,BGR.27_1,2010,997325696.84012
3341,BGR.27_1,2011,1093315573.72503
3342,BGR.27_1,2012,1009410878.482528
3343,BGR.27_1,2013,909446202.273735
3344,BGR.27_1,2014,1000533916.169413
3345,BGR.27_1,2015,780435275.3721589
3346,BGR.27_1,2016,798987324.9735129
3347,BGR.27_1,2017,955935820.7595
3348,BGR.27_1,2018,1223308888.058718
3349,BGR.27_1,2019,984407666.3790799
3350,BGR.28_1,2000,220388986.528145
3351,BGR.28_1,2001,227405814.66774
3352,BGR.28_1,2002,250570294.573639
3353,BGR.28_1,2003,307766074.87071604
3354,BGR.28_1,2004,354875079.494034
3355,BGR.28_1,2005,350805349.82087404
3356,BGR.28_1,2006,366217281.63435
3357,BGR.28_1,2007,433803785.98087496
3358,BGR.28_1,2008,519880402.07752204
3359,BGR.28_1,2009,535011819.869358
3360,BGR.28_1,2010,522471274.620632
3361,BGR.28_1,2011,568062721.786152
3362,BGR.28_1,2012,548533269.2186999
3363,BGR.28_1,2013,551023011.489216
3364,BGR.28_1,2014,584378172.731784
3365,BGR.28_1,2015,498186352.353184
3366,BGR.28_1,2016,505742551.654032
3367,BGR.28_1,2017,527431491.40164
3368,BGR.28_1,2018,575931061.561354
3369,BGR.28_1,2019,551576280.36839
3370,CAN.1_1,1984,93436304101.6982
3371,CAN.1_1,1985,91528491816.3341
3372,CAN.1_1,1986,76158987044.325
3373,CAN.1_1,1987,79664932042.95534
3374,CAN.1_1,1988,86525165307.89575
3375,CAN.1_1,1989,89920028938.44751
3376,CAN.1_1,1990,96141171571.19255
3377,CAN.1_1,1991,93260636718.56856
3378,CAN.1_1,1992,87332820736.51746
3379,CAN.1_1,1993,86160600190.52919
3380,CAN.1_1,1994,86782438245.4284
3381,CAN.1_1,1995,88146315222.04367
3382,CAN.1_1,1996,94041774307.11948
3383,CAN.1_1,1997,98741125968.73785
3384,CAN.1_1,1998,95676850552.11296
3385,CAN.1_1,1999,102812521665.09921
3386,CAN.1_1,2000,125426691120.73358
3387,CAN.1_1,2001,125616593106.19785
3388,CAN.1_1,2002,118567981726.10645
3389,CAN.1_1,2003,148034393620.99976
3390,CAN.1_1,2004,173514366511.91696
3391,CAN.1_1,2005,209610789698.33505
3392,CAN.1_1,2006,236002117966.29202
3393,CAN.1_1,2007,259662409840.79352
3394,CAN.1_1,2008,291608372182.92554
3395,CAN.1_1,2009,228352185642.72418
3396,CAN.1_1,2010,276278486893.624
3397,CAN.1_1,2011,312400830212.725
3398,CAN.1_1,2012,316100278573.1671
3399,CAN.1_1,2013,342047131959.0363
3400,CAN.1_1,2014,344468174870.5766
3401,CAN.1_1,2015,253345320915.82974
3402,CAN.1_1,2016,227391343124.8988
3403,CAN.1_1,2017,248566167789.74402
3404,CAN.1_1,2018,251625681870.47852
3405,CAN.1_1,2019,247846573720.97287
3406,CAN.2_1,1984,68723968969.78151
3407,CAN.2_1,1985,67481831701.30297
3408,CAN.2_1,1986,68876738881.79016
3409,CAN.2_1,1987,77432045343.31612
3410,CAN.2_1,1988,88462903391.785
3411,CAN.2_1,1989,95518266937.02824
3412,CAN.2_1,1990,97283235642.54646
3413,CAN.2_1,1991,99602338518.61446
3414,CAN.2_1,1992,96908495976.98724
3415,CAN.2_1,1993,95451641203.5264
3416,CAN.2_1,1994,95425620546.82475
3417,CAN.2_1,1995,97395839939.4021
3418,CAN.2_1,1996,98879457329.56041
3419,CAN.2_1,1997,100299428538.34158
3420,CAN.2_1,1998,99206737281.57675
3421,CAN.2_1,1999,102167453499.37125
3422,CAN.2_1,2000,108929170302.3186
3423,CAN.2_1,2001,103928325612.48055
3424,CAN.2_1,2002,104180719459.3434
3425,CAN.2_1,2003,120482061213.67007
3426,CAN.2_1,2004,136965809367.50027
3427,CAN.2_1,2005,153645347322.21277
3428,CAN.2_1,2006,171394781157.93402
3429,CAN.2_1,2007,185659343528.70996
3430,CAN.2_1,2008,191975298681.32208
3431,CAN.2_1,2009,174908049287.9829
3432,CAN.2_1,2010,199991479524.94086
3433,CAN.2_1,2011,215950685218.43
3434,CAN.2_1,2012,214404583328.43326
3435,CAN.2_1,2013,230577297233.26337
3436,CAN.2_1,2014,222942096973.57675
3437,CAN.2_1,2015,196062856676.7981
3438,CAN.2_1,2016,197214878185.6275
3439,CAN.2_1,2017,211180546144.75317
3440,CAN.2_1,2018,216799788485.33334
3441,CAN.2_1,2019,217066271724.06778
3442,CAN.3_1,1984,23752906211.0484
3443,CAN.3_1,1985,23999173028.679253
3444,CAN.3_1,1986,24065598167.61408
3445,CAN.3_1,1987,26106028677.29352
3446,CAN.3_1,1988,28954205473.956722
3447,CAN.3_1,1989,30372166132.553917
3448,CAN.3_1,1990,30665295298.79793
3449,CAN.3_1,1991,29333910541.29516
3450,CAN.3_1,1992,27549705690.12045
3451,CAN.3_1,1993,25354840499.947857
3452,CAN.3_1,1994,24405574047.3669
3453,CAN.3_1,1995,24741836947.861
3454,CAN.3_1,1996,25604175782.6442
3455,CAN.3_1,1997,25743320860.11392
3456,CAN.3_1,1998,26806406326.83171
3457,CAN.3_1,1999,27376760946.75216
3458,CAN.3_1,2000,28482216335.260822
3459,CAN.3_1,2001,27535314340.0215
3460,CAN.3_1,2002,27626636181.717037
3461,CAN.3_1,2003,31259677506.32384
3462,CAN.3_1,2004,34943046883.74288
3463,CAN.3_1,2005,38327799401.4048
3464,CAN.3_1,2006,43011183350.83872
3465,CAN.3_1,2007,47837109015.32582
3466,CAN.3_1,2008,49955571692.67492
3467,CAN.3_1,2009,45409817911.951675
3468,CAN.3_1,2010,52268269231.3466
3469,CAN.3_1,2011,56505991302.8544
3470,CAN.3_1,2012,58225528586.17476
3471,CAN.3_1,2013,62276963324.55781
3472,CAN.3_1,2014,58786131855.91938
3473,CAN.3_1,2015,51554217814.615685
3474,CAN.3_1,2016,50290122736.409256
3475,CAN.3_1,2017,53329478686.5294
3476,CAN.3_1,2018,53506101411.5345
3477,CAN.3_1,2019,51842948371.459
3478,CAN.4_1,1984,12126516762.24424
3479,CAN.4_1,1985,11799858908.65087
3480,CAN.4_1,1986,12460787435.0094
3481,CAN.4_1,1987,14123307688.97248
3482,CAN.4_1,1988,15795976800.46607
3483,CAN.4_1,1989,16507155048.60699
3484,CAN.4_1,1990,16572160386.63656
3485,CAN.4_1,1991,16451773626.270891
3486,CAN.4_1,1992,15459992987.84974
3487,CAN.4_1,1993,14357844969.27804
3488,CAN.4_1,1994,14261676855.261148
3489,CAN.4_1,1995,14998765328.52725
3490,CAN.4_1,1996,15026541888.09444
3491,CAN.4_1,1997,14795552939.74656
3492,CAN.4_1,1998,15028533929.3606
3493,CAN.4_1,1999,16003239631.34396
3494,CAN.4_1,2000,16513255215.891521
3495,CAN.4_1,2001,15925492600.032959
3496,CAN.4_1,2002,15710356472.64603
3497,CAN.4_1,2003,18239624710.01006
3498,CAN.4_1,2004,20363477535.96992
3499,CAN.4_1,2005,22241021337.33876
3500,CAN.4_1,2006,24217823890.25019
3501,CAN.4_1,2007,26082849020.328358
3502,CAN.4_1,2008,26252685653.355747
3503,CAN.4_1,2009,25596322193.44522
3504,CAN.4_1,2010,29267779751.893402
3505,CAN.4_1,2011,31102689747.8971
3506,CAN.4_1,2012,30410468813.317883
3507,CAN.4_1,2013,31835261711.49696
3508,CAN.4_1,2014,29676003609.3216
3509,CAN.4_1,2015,26153545464.243816
3510,CAN.4_1,2016,25653955747.108498
3511,CAN.4_1,2017,26803514937.36763
3512,CAN.4_1,2018,27164489683.28571
3513,CAN.4_1,2019,26854891667.28096
3514,CAN.5_1,1984,
3515,CAN.5_1,1985,
3516,CAN.5_1,1986,
3517,CAN.5_1,1987,
3518,CAN.5_1,1988,
3519,CAN.5_1,1989,
3520,CAN.5_1,1990,
3521,CAN.5_1,1991,
3522,CAN.5_1,1992,
3523,CAN.5_1,1993,
3524,CAN.5_1,1994,
3525,CAN.5_1,1995,
3526,CAN.5_1,1996,
3527,CAN.5_1,1997,
3528,CAN.5_1,1998,
3529,CAN.5_1,1999,
3530,CAN.5_1,2000,
3531,CAN.5_1,2001,
3532,CAN.5_1,2002,
3533,CAN.5_1,2003,
3534,CAN.5_1,2004,
3535,CAN.5_1,2005,
3536,CAN.5_1,2006,
3537,CAN.5_1,2007,
3538,CAN.5_1,2008,
3539,CAN.5_1,2009,
3540,CAN.5_1,2010,
3541,CAN.5_1,2011,
3542,CAN.5_1,2012,
3543,CAN.5_1,2013,
3544,CAN.5_1,2014,
3545,CAN.5_1,2015,
3546,CAN.5_1,2016,
3547,CAN.5_1,2017,
3548,CAN.5_1,2018,
3549,CAN.5_1,2019,
3550,CAN.6_1,1999,2244237920.21052
3551,CAN.6_1,2000,2402180128.5504003
3552,CAN.6_1,2001,2670413372.94375
3553,CAN.6_1,2002,2634426612.39282
3554,CAN.6_1,2003,3522872172.462
3555,CAN.6_1,2004,4282316354.2275
3556,CAN.6_1,2005,4393004715.12
3557,CAN.6_1,2006,4549230853.4508
3558,CAN.6_1,2007,4919569462.808
3559,CAN.6_1,2008,5230825241.360001
3560,CAN.6_1,2009,3869685512.56152
3561,CAN.6_1,2010,5091965578.3645
3562,CAN.6_1,2011,5105601088.4432
3563,CAN.6_1,2012,4599495147.5968
3564,CAN.6_1,2013,4476162979.785
3565,CAN.6_1,2014,4371592916.86776
3566,CAN.6_1,2015,3690876397.55571
3567,CAN.6_1,2016,3325374397.4031897
3568,CAN.6_1,2017,3461534654.9930296
3569,CAN.6_1,2018,3446716545.3196297
3570,CAN.6_1,2019,3209720026.4518003
3571,,1981,1986980672.8801801
3572,,1982,2280319623.35678
3573,,1983,2395734423.1416
3574,,1984,2311921829.84168
3575,,1985,2393316371.05123
3576,,1986,2169370777.71129
3577,,1987,2480325383.97201
3578,,1988,2994770900.07342
3579,,1989,3151720479.2918
3580,,1990,3160807906.06983
3581,,1991,3069883020.78806
3582,,1992,2812799215.7961802
3583,,1993,2825629978.39755
3584,,1994,2654719485.26825
3585,,1995,2592884942.0636
3586,,1996,2679985711.5129
3587,,1997,2837355296.07933
3588,,1998,2561037196.426
3589,CAN.7_1,1984,16046699282.10636
3590,CAN.7_1,1985,15803899410.58568
3591,CAN.7_1,1986,16643024789.84308
3592,CAN.7_1,1987,17944112929.52306
3593,CAN.7_1,1988,19733165044.94016
3594,CAN.7_1,1989,20730941061.353508
3595,CAN.7_1,1990,21258328892.279
3596,CAN.7_1,1991,21469334540.54433
3597,CAN.7_1,1992,20161074298.85757
3598,CAN.7_1,1993,18594521817.20025
3599,CAN.7_1,1994,17505681535.97802
3600,CAN.7_1,1995,17740785528.885998
3601,CAN.7_1,1996,17503533786.835728
3602,CAN.7_1,1997,17731136954.80922
3603,CAN.7_1,1998,18154237552.806957
3604,CAN.7_1,1999,19309382622.82744
3605,CAN.7_1,2000,20279973797.97452
3606,CAN.7_1,2001,19971396385.24107
3607,CAN.7_1,2002,20143361532.60925
3608,CAN.7_1,2003,23633502650.9528
3609,CAN.7_1,2004,25658699797.186317
3610,CAN.7_1,2005,28028503396.87749
3611,CAN.7_1,2006,29496096092.53137
3612,CAN.7_1,2007,31825435162.74897
3613,CAN.7_1,2008,32984627594.64705
3614,CAN.7_1,2009,30761118214.10678
3615,CAN.7_1,2010,35422667671.45436
3616,CAN.7_1,2011,36857864965.12938
3617,CAN.7_1,2012,36006201938.19975
3618,CAN.7_1,2013,38657317421.77008
3619,CAN.7_1,2014,36418970853.94495
3620,CAN.7_1,2015,31820029707.35475
3621,CAN.7_1,2016,31085898781.2693
3622,CAN.7_1,2017,32403914427.185802
3623,CAN.7_1,2018,32854353951.964745
3624,CAN.7_1,2019,32719478588.657974
3625,CAN.8_1,1999,748693998.0468
3626,CAN.8_1,2000,805537684.8051001
3627,CAN.8_1,2001,790794575.44101
3628,CAN.8_1,2002,839235435.61834
3629,CAN.8_1,2003,930023778.59964
3630,CAN.8_1,2004,1061809678.3551799
3631,CAN.8_1,2005,1148878903.65516
3632,CAN.8_1,2006,1272268569.7154999
3633,CAN.8_1,2007,1390084002.5436
3634,CAN.8_1,2008,1631184707.83716
3635,CAN.8_1,2009,1484183620.50724
3636,CAN.8_1,2010,2024312660.6207998
3637,CAN.8_1,2011,2195818297.00288
3638,CAN.8_1,2012,2302887875.06448
3639,CAN.8_1,2013,2290988856.8443203
3640,CAN.8_1,2014,2178483044.76023
3641,CAN.8_1,2015,1892737080.60576
3642,CAN.8_1,2016,1929464425.76175
3643,CAN.8_1,2017,2267540855.8445
3644,CAN.8_1,2018,2319285899.60151
3645,CAN.8_1,2019,2430818602.29504
3646,CAN.9_1,1984,228462789556.93823
3647,CAN.9_1,1985,229145326482.84656
3648,CAN.9_1,1986,242362025499.0615
3649,CAN.9_1,1987,273473164585.75458
3650,CAN.9_1,1988,317372496959.43
3651,CAN.9_1,1989,342798154336.2865
3652,CAN.9_1,1990,338134540304.3604
3653,CAN.9_1,1991,333798717649.77356
3654,CAN.9_1,1992,315223889305.01666
3655,CAN.9_1,1993,294864778733.89197
3656,CAN.9_1,1994,287737567432.97125
3657,CAN.9_1,1995,298407893811.8885
3658,CAN.9_1,1996,303349290946.7237
3659,CAN.9_1,1997,312092696112.5155
3660,CAN.9_1,1998,326227568013.07
3661,CAN.9_1,1999,347494297065.7068
3662,CAN.9_1,2000,366451216165.6029
3663,CAN.9_1,2001,353767588937.5113
3664,CAN.9_1,2002,361803931665.21814
3665,CAN.9_1,2003,413349899286.72363
3666,CAN.9_1,2004,452438410369.8486
3667,CAN.9_1,2005,491499934896.2983
3668,CAN.9_1,2006,532001293631.2135
3669,CAN.9_1,2007,571704167896.3243
3670,CAN.9_1,2008,570484065264.3475
3671,CAN.9_1,2009,537151462341.62006
3672,CAN.9_1,2010,620234510097.9208
3673,CAN.9_1,2011,663484173849.7739
3674,CAN.9_1,2012,663826362174.9877
3675,CAN.9_1,2013,694975213150.3958
3676,CAN.9_1,2014,664644846763.4032
3677,CAN.9_1,2015,594507857151.3969
3678,CAN.9_1,2016,590907074045.0404
3679,CAN.9_1,2017,617180332488.0393
3680,CAN.9_1,2018,628929864749.2474
3681,CAN.9_1,2019,626359655652.226
3682,CAN.10_1,1984,2001577872.7494
3683,CAN.10_1,1985,1960159984.9777
3684,CAN.10_1,1986,2051336546.31444
3685,CAN.10_1,1987,2251576558.89997
3686,CAN.10_1,1988,2588788115.4474
3687,CAN.10_1,1989,2754243827.16926
3688,CAN.10_1,1990,2795772263.7348
3689,CAN.10_1,1991,2837976113.5764003
3690,CAN.10_1,1992,2703271617.0485697
3691,CAN.10_1,1993,2480079490.39116
3692,CAN.10_1,1994,2446523222.01552
3693,CAN.10_1,1995,2614473627.16095
3694,CAN.10_1,1996,2598255340.1945696
3695,CAN.10_1,1997,2451632443.94625
3696,CAN.10_1,1998,2523474234.6346803
3697,CAN.10_1,1999,2626883552.84127
3698,CAN.10_1,2000,2738106252.4023
3699,CAN.10_1,2001,2651865172.2531
3700,CAN.10_1,2002,2744468392.42664
3701,CAN.10_1,2003,3094249852.05105
3702,CAN.10_1,2004,3420333935.33339
3703,CAN.10_1,2005,3645689128.624
3704,CAN.10_1,2006,3989747121.94695
3705,CAN.10_1,2007,4349228083.74084
3706,CAN.10_1,2008,4502521758.0412
3707,CAN.10_1,2009,4316209930.16059
3708,CAN.10_1,2010,5025385641.10806
3709,CAN.10_1,2011,5320117314.905881
3710,CAN.10_1,2012,5320099800.453839
3711,CAN.10_1,2013,5755922331.0815
3712,CAN.10_1,2014,5355247031.13393
3713,CAN.10_1,2015,4759596591.87408
3714,CAN.10_1,2016,4764626327.28799
3715,CAN.10_1,2017,5079710462.043
3716,CAN.10_1,2018,5148843980.67756
3717,CAN.10_1,2019,5283746993.46746
3718,CAN.11_1,1984,133575749701.4172
3719,CAN.11_1,1985,131763208628.35416
3720,CAN.11_1,1986,135320703550.655
3721,CAN.11_1,1987,152752318618.66592
3722,CAN.11_1,1988,173635217001.9168
3723,CAN.11_1,1989,183576330154.35336
3724,CAN.11_1,1990,185593228346.2622
3725,CAN.11_1,1991,183603050901.03564
3726,CAN.11_1,1992,172010567584.9216
3727,CAN.11_1,1993,162608112512.37112
3728,CAN.11_1,1994,158347650926.03357
3729,CAN.11_1,1995,160722886336.65677
3730,CAN.11_1,1996,161612977093.2162
3731,CAN.11_1,1997,162777377367.05072
3732,CAN.11_1,1998,170721732846.9093
3733,CAN.11_1,1999,180502745538.665
3734,CAN.11_1,2000,188801175357.5894
3735,CAN.11_1,2001,182601981171.27133
3736,CAN.11_1,2002,183974966349.1095
3737,CAN.11_1,2003,210714882548.95584
3738,CAN.11_1,2004,231329822612.39972
3739,CAN.11_1,2005,249641183569.64157
3740,CAN.11_1,2006,270023574123.6153
3741,CAN.11_1,2007,291648982880.45953
3742,CAN.11_1,2008,297778014899.93854
3743,CAN.11_1,2009,282234457511.705
3744,CAN.11_1,2010,322828574956.65533
3745,CAN.11_1,2011,344833807800.3135
3746,CAN.11_1,2012,342910615308.9475
3747,CAN.11_1,2013,365162660467.7104
3748,CAN.11_1,2014,344533081405.87915
3749,CAN.11_1,2015,303077945435.04626
3750,CAN.11_1,2016,298330919958.4415
3751,CAN.11_1,2017,313216892196.8694
3752,CAN.11_1,2018,323139193379.27655
3753,CAN.11_1,2019,323329777290.57196
3754,CAN.12_1,1984,25272844262.9838
3755,CAN.12_1,1985,25093305121.24896
3756,CAN.12_1,1986,24253257034.13092
3757,CAN.12_1,1987,24781323871.682278
3758,CAN.12_1,1988,26284194673.43725
3759,CAN.12_1,1989,27035914080.99087
3760,CAN.12_1,1990,28145809879.89687
3761,CAN.12_1,1991,26751979458.587227
3762,CAN.12_1,1992,24568456641.358948
3763,CAN.12_1,1993,23293552928.858
3764,CAN.12_1,1994,23454790342.011
3765,CAN.12_1,1995,24416375191.35468
3766,CAN.12_1,1996,26402571448.51765
3767,CAN.12_1,1997,25489620052.524323
3768,CAN.12_1,1998,25674808970.6074
3769,CAN.12_1,1999,26505523660.92736
3770,CAN.12_1,2000,28812280800.0573
3771,CAN.12_1,2001,26477429723.64807
3772,CAN.12_1,2002,26901269635.16592
3773,CAN.12_1,2003,31619561569.73169
3774,CAN.12_1,2004,36901959295.43232
3775,CAN.12_1,2005,41331288579.365654
3776,CAN.12_1,2006,44268740137.063156
3777,CAN.12_1,2007,50653852827.15648
3778,CAN.12_1,2008,64945196606.29
3779,CAN.12_1,2009,54609727353.91642
3780,CAN.12_1,2010,63318359757.14775
3781,CAN.12_1,2011,76821163553.75487
3782,CAN.12_1,2012,77375115688.34032
3783,CAN.12_1,2013,83063569400.73369
3784,CAN.12_1,2014,75789818222.37819
3785,CAN.12_1,2015,62293800332.769516
3786,CAN.12_1,2016,56564244858.17456
3787,CAN.12_1,2017,60041579172.64325
3788,CAN.12_1,2018,60652108255.2483
3789,CAN.12_1,2019,58236401625.17152
3790,CAN.13_1,1984,749196955.82402
3791,CAN.13_1,1985,717011827.35
3792,CAN.13_1,1986,865728766.8442
3793,CAN.13_1,1987,1199336753.3108602
3794,CAN.13_1,1988,1368704085.07338
3795,CAN.13_1,1989,1437553877.47146
3796,CAN.13_1,1990,1552517757.9822
3797,CAN.13_1,1991,1305948862.3204
3798,CAN.13_1,1992,1430363564.4417598
3799,CAN.13_1,1993,988970055.2553401
3800,CAN.13_1,1994,949907767.76296
3801,CAN.13_1,1995,1059075995.19736
3802,CAN.13_1,1996,1093891752.95748
3803,CAN.13_1,1997,1024938355.1375699
3804,CAN.13_1,1998,967086567.06858
3805,CAN.13_1,1999,953017422.01025
3806,CAN.13_1,2000,1025188886.00294
3807,CAN.13_1,2001,1016491024.56613
3808,CAN.13_1,2002,979257322.50398
3809,CAN.13_1,2003,1110464750.7589998
3810,CAN.13_1,2004,1261469539.2390602
3811,CAN.13_1,2005,1416192767.7966602
3812,CAN.13_1,2006,1608104317.80192
3813,CAN.13_1,2007,1834092180.2942898
3814,CAN.13_1,2008,2036046958.1056
3815,CAN.13_1,2009,1980236726.3905199
3816,CAN.13_1,2010,2352380572.6056
3817,CAN.13_1,2011,2585233151.46272
3818,CAN.13_1,2012,2571640458.1461
3819,CAN.13_1,2013,2649361405.63423
3820,CAN.13_1,2014,2508500828.75565
3821,CAN.13_1,2015,2060824017.0295
3822,CAN.13_1,2016,2084150380.68657
3823,CAN.13_1,2017,2156819626.09344
3824,CAN.13_1,2018,2237290943.78412
3825,CAN.13_1,2019,2217305497.40091
3826,CHL.1_1,1960,105240053.52837001
3827,CHL.1_1,1961,110743040.291352
3828,CHL.1_1,1962,139655020.608194
3829,CHL.1_1,1963,134275473.712884
3830,CHL.1_1,1964,130617803.49880199
3831,CHL.1_1,1965,130450786.727045
3832,CHL.1_1,1966,143228651.73643002
3833,CHL.1_1,1967,186920963.41457897
3834,CHL.1_1,1968,204542767.765125
3835,CHL.1_1,1969,223873045.575615
3836,CHL.1_1,1970,236791226.10972002
3837,CHL.1_1,1971,256468381.820212
3838,CHL.1_1,1972,267559824.16224003
3839,CHL.1_1,1973,394580208.1598
3840,CHL.1_1,1974,297468879.271334
3841,CHL.1_1,1975,137176544.62547198
3842,CHL.1_1,1976,172141277.188144
3843,CHL.1_1,1977,233595913.39824998
3844,CHL.1_1,1978,250774481.75840798
3845,CHL.1_1,1979,318528053.994744
3846,CHL.1_1,1980,364228231.072545
3847,CHL.1_1,1981,362926121.688284
3848,CHL.1_1,1982,302893680.81978
3849,CHL.1_1,1983,236415505.332864
3850,CHL.1_1,1984,201643571.618853
3851,CHL.1_1,1985,
3852,CHL.1_1,1986,
3853,CHL.1_1,1987,
3854,CHL.1_1,1988,
3855,CHL.1_1,1989,
3856,CHL.1_1,1990,
3857,CHL.1_1,1991,
3858,CHL.1_1,1992,
3859,CHL.1_1,1993,
3860,CHL.1_1,1994,
3861,CHL.1_1,1995,
3862,CHL.1_1,1996,
3863,CHL.1_1,1997,
3864,CHL.1_1,2003,
3865,CHL.1_1,2004,
3866,CHL.1_1,2005,
3867,CHL.1_1,2006,
3868,CHL.1_1,2007,
3869,CHL.1_1,2008,
3870,CHL.1_1,2009,
3871,CHL.1_1,2010,1077073439.332
3872,CHL.1_1,2011,1277033128.4601002
3873,CHL.1_1,2012,1311718114.81236
3874,CHL.1_1,2013,1393234306.75377
3875,CHL.1_1,2014,1415159849.2247999
