Weight,Year,CY0,CZ0,DE1,DE2,DE3,DE4,DE5,DE6,DE7,DE8,TR3,TR4,TR5,TR6,TR7,TR8,DE9,DEA,DEB,DEC,DED,DEE,DEF,DEG,TR9,TRA,TRB,TRC,DK0,EE0,EL3,EL4,EL5,XK0,EL6,ES1,ES2,ES3,ES4,ES5,ES6,ES7,FI1,FI2,FR1,FRB,FRC,FRD,FRE,FRF,FRG,FRH,FRI,FRJ,FRK,FRL,FRM,FRY,HR0,HU1,HU2,HU3,IE0,IS0,ITC,ITF,ITG,ITH,ITI,LI0,LT0,LU0,LV0,ME0,MK0,MT0,NL1,NL2,NL3,NL4,NO0,PL2,PL4,PL5,PL6,PL7,PL8,PL9,PT1,PT2,PT3,RO1,RO2,RO3,RO4,RS1,RS2,SE1,SE2,AL0,AT1,SE3,SI0,SK0,TR1,TR2,AT2,AT3,BA0,BE1,BE2,BE3,BG3,BG4,CH0
pop,2010,1227005.25,10430614,10602727,12325841,1308018.25,4583085.5,149328.375,756404.4375,6126501,1785643.125,9936803,7301712,7093023.5,9572902,3987554.75,4663116,9098361,17455542,4440015.5,779794.375,3917523.25,2537901.25,3130223,2237900,2857942,2449913.5,4268724,7531966,5540754.5,1282832.625,4046452.25,1133379,3439400,1619958.5,3072652,4354018,4482538,5771157,6356093.5,14103282,11313998,2069440.5,6268357,34210.37109375,11336087,2628374.25,2908385,3356613,6128681,5804402.5,3738899,3180675,5875639,5707552.5,8081623.5,5275918,336512.71875,2073201.75,4311464.5,2769991.75,3240316.5,4280460.5,4524015.5,349185.96875,16146983,14991431,7172573,11544627,12182109,31711.083984375,3072174,468448.71875,2523550,699617.1875,1977651.5,369994.1875,1766083.5,4095647,8156232,3478413.75,5265550.5,7896453.5,6237892.5,3978461,6031520,3899223.75,5564892,5346706.5,9921808,320216.125,192835.328125,4785627,6048201,5407641,3979798,3641078.75,3719044.75,4181464,4594964,2949395,3814382,1955977.125,2276865.75,5303496.5,10065039,3034816.25,1810916.375,3007968.25,3553116,173407.796875,7027117.5,4182561.75,4061806.75,3528096,7740286
pop,2015,1360209,10594485,10564694,12376437,1297578.75,4500530,148370.015625,756255.75,6072686,1716500.375,10235999,7934867,7622424,9717456,3974268.5,4599382,8982521,17184370,4417237,759626.0625,3764561.5,2404192,3118790.75,2121340.25,2665280.5,2314619.75,4362535.5,8170634,5706779,1318614.375,4012099.5,1153465,3429995.5,1775316,3030857.75,4423213,4689753.5,6291611,6665740,15465842,12167143,2294271,6429063,35690.640625,11768930,2689817.5,2978479.75,3427668.5,6203219.5,5896185,3932548,3335891.75,6145582.5,6118819.5,8446563,5503691.5,366742.625,2246619.5,4242302.5,2758356.25,3059031.5,4133318,4954395,371549.34375,16634255,15074924,7207482.5,11980447,12622572,32770.18359375,2913031,498652.90625,2767673,696688.75,1996024.75,380176.59375,1795534.25,4205661,8397262,3530339.75,5521079,7886399.5,6306202.5,4052820.75,6117083,3857263,5571121,5451087,9997604,324613.90625,192213.90625,4649406.5,5845708,6509770,3792655.75,3638608.25,3610132.5,4450030,4779271.5,2925623,3941283,1958158.375,2337564.25,5311325,10966706,3181859.25,1829842.625,3056901,3416406.75,183180.609375,7255061.5,4287092,4176139.75,3494978,8099217
popcount,1900,171388.46875,8596856,5208702,7256823,832829.5,3375513.25,85266.1328125,343754.0625,3512395.5,1708363.625,1914133.125,1007258.625,442285.5625,1232141.75,1281217.125,1382489.875,5751595.5,9997961,2661201.75,537138.625,4316787.5,3534576.5,2034194,2457362.5,834491.125,873009.375,767164.8125,1081657.5,2158810,796755.9375,1257671.875,250033.65625,1425936.25,547661.25,1495078.5,2450576,1923912.125,759821.625,4687353,3308250.5,3877737.25,164312.890625,2836254,11416.8515625,4651273,1927039.125,2572830,2166609,4222320,4255980.5,2322408.25,2200048,4606693,3774087.75,5242188,1672093.375,132888.046875,287203.96875,1986312.5,1240864.25,2241132.5,3079926,4101669.5,66376.453125,8231424,6932197.5,3163401.75,5712067,5762080.5,15665.1826171875,1795730.25,248513,1476607.375,251222.828125,730815.5625,33012.37890625,723087.0625,1036596.625,2367039,1046622.6875,2314969.25,5017583.5,3923264.75,2729390.5,3643601.5,2613787,3559308,3212727.5,4549576,0,84917.734375,2910859.5,3054219.75,2344713.75,2676843,1753197.375,2216268,1557797,2110876,791524.5,3434496.5,1695695.5,961131.375,2895136.75,366881.125,908084,1202088.375,1525903.5,1423139.25,82363.7578125,3617678.5,2906814,2083811.625,1247003.875,3334622.75
popcount,1910,197987.609375,9345595,5997076,8360502.5,977065.125,3890355.5,103339.890625,422724.28125,4051063.75,1968987.5,1954139.5,1028128.4375,450635.59375,1258471.625,1305493.375,1409455.875,6674638.5,11558309,3056878.75,619743.0625,4978398,4082234.5,2381365.75,2833157,852658.6875,893718.9375,783829.625,1102179.625,2438191.75,833299.6875,1354075.125,267404.28125,1536211.125,606151.6875,1600178.625,2583294.25,2018849.5,861575.125,5009071,3513017.25,4158836,204057.4375,3258163,13073.642578125,5189227.5,1909669.375,2507925,2131989.5,4425968,4527105,2300289.25,2230408.75,4559476.5,3642985.5,5222158.5,1777984.75,128309.9921875,298459.5625,2194641.5,1440280.125,2400372.5,3308669.75,4015982,66875.3125,8810401,7414284.5,3378734,6109791.5,6158854.5,17886.3125,1995294,270470,1640593.125,281013.03125,818052.4375,37249.8203125,794354.9375,1179720.875,2764356,1201541,2469647.25,5413219.5,4228612,2942223.75,3924726.75,2811431,3842593.25,3463831,4973774,0,86031.671875,3150063.75,3314637.25,2532411.75,2892302,1948822.625,2413233.25,1727447.875,2233682.5,866452,3870243,1808878,1056812.375,3019055.75,373049.3125,928162.9375,1297336.125,1671395.25,1576846.625,95622.9453125,4073631,3152958.25,2400462.5,1467505.5,3737104
popcount,1920,225480.484375,9609551,5758420.5,8010711,1095225.5,3966022.75,109313.734375,475788.40625,3876716,1883224.375,2147844.5,1130256.25,494441.40625,1383415.125,1432614.125,1547544,6510276.5,11134723,2921162,592047,4781463.5,3912105.5,2384857.75,2709932.5,935653.8125,975614.5,861629.75,1205691.375,2824789.5,874080.75,1456405,286037.5,1652047.625,663706.5,1711834.625,2687297,2153667.5,1031443.75,5174924.5,3775941.5,4548513.5,210604.28125,3557887.25,14241.94921875,5550620,1780008.125,2312797.75,2036662.5,4090158.25,4130307.25,2154907,2091657.625,4239086,3415858,4999408,1768690.625,117907.3203125,302248.875,2493290.25,1514129,2511631.75,3443031.75,3985401.75,83383.4921875,9776003,8238392.5,3750964,6781241,6838408.5,17214.734375,2094875.25,273907,1724303,311073.3125,889730.75,41487.25,870122,1310158.125,3195885.25,1351664.125,2733395.75,4906857,3807951.5,2667138.5,3528399.5,2527132.75,3481646.5,3120676.5,5117453,0,82148.84375,3272590.25,3451040.75,2636875,3015409.25,2147601.75,2604321.25,1863533.625,2310848.25,926892.375,3717829.25,1902353.625,1179822.875,3088165.5,408621,1018087.6875,1241365.375,1652087.625,1799478,99925.3515625,4131789.75,3142901.5,2664413.25,1675725.25,3833793.5
popcount,1930,252810.46875,10411843,6128100.5,8523157,1231036,4309038.5,122393.6171875,545167.9375,4122510.75,2004940,2387188.5,1256330.25,548455.25,1537713,1589524,1717974.375,6984082.5,11898666,3099036.5,633383.5625,5099430,4166310.75,2592980.75,2880074.25,1037600.4375,1075445,957359.125,1333410.75,3201727.25,921101.125,1628519.5,318055.125,1846152.25,721972.5625,1904660.75,2838590.5,2307097.75,1317466.375,5628882.5,4294450.5,4968983.5,256678.578125,3853079,15374.5341796875,6445541.5,1760787.5,2298105,2068117.875,4575857,4407260.5,2129300,2044799.875,4191125.25,3451477.5,5150378.5,2109264.75,120814.3671875,319924.75,2836584,1645267.5,2719985,3752331.5,2697939.25,95413.3359375,10447186,8802397,4004404.5,7249644,7301292.5,17264.759765625,2207714.5,291321.125,1815460.375,341006.5,968830.4375,45724.76171875,927590.375,1501374.375,3701240,1591117.375,2903031,5762220.5,4462737.5,3108927.5,4146528.75,2971738,4069645.25,3677710.5,5535680.5,0,88618.1640625,3761079,3958044,3052464,3482276,2361770.75,2797927,2018421.5,2436955.5,972154.5,3759739,2004269.625,1336693.5,3422518.25,452650.28125,1130823.375,1379360.75,1755211.75,2053461.375,110901.3046875,4592368.5,3338604.5,3176011.5,2064752.875,4033276.5
popcount,1940,280462.8125,9561131,6535381,9101956,1370026.125,4658372,136096.140625,616754.125,4406349.5,2141157.25,2718574.5,1475994.125,816202,1845104.5,2017276.625,2014002.25,7515019.5,12759646,3301008.25,672460.1875,5425561.5,4460055.5,2820675.5,3076244,1283296.5,1189356,1067489.125,1598874.625,3498392.25,972625.5,1872855.125,364153.875,2125556.25,781886.1875,2180624,3119985,2422773.5,1497604.875,6067620.5,4636805,5616227.5,315570,3916820,15568.392578125,6557356,1766764,2234482.5,2060376.375,4489257,4343489.5,2156472.25,2028663.75,4179943.5,3394229,5023275,2179680,121269.5703125,338339.28125,3226004.75,1850675.25,2914887.5,4015067,2714439.25,107939.78125,11193232,9435598,4288889,7772201.5,7820509,17464.751953125,2590077.25,301292.15625,1882286.625,371673.4375,1055579.25,49962.48046875,1011896.625,1692760.625,4148518,1786126.5,3108666.75,5555807,4310588,2985783,4003103,2862187,3942627.75,3549546.75,6230131,0,100631.1171875,3891172.75,4143820.25,3505183.75,3622407.5,2575015,2980135.5,2176512.5,2508304.25,1064236,3568741,2025432,1505347.625,3460792,534426.625,1439008.875,1442900.625,1884714.125,2343382.25,116306.5,4833591.5,3354626.25,3581842.25,3009303,4222193
popcount,1950,364541.71875,9043624,6397903.5,8873344,1492064.125,4760612.5,142804.859375,672309.5,4279164.5,2078729.375,3104601.5,1736181.125,1025475,2167164,2175340,2328190,7419714.5,12483549,3200601,657166.125,5273165.5,4338330.5,2849166.5,2985112.75,1383341.625,1409271.5,1242790,1718469.375,3562323.5,1014750.5,1952314.75,377695.59375,2213966,843676.6875,2264196,3297364.5,2588488.75,1573933.875,6506308,5106683,6085206.5,373218.90625,4246452.5,16829.44140625,6840312.5,1805742.5,2253028.5,2115354.25,4597084,4375161,2249599,2013757.625,4233116,3398431.25,5055023.5,2100922.5,125927.4375,361619.15625,3661910.75,2396312.5,2965428.75,4078447.25,6380120,117591.796875,11833163,9974263,4530067.5,8219767.5,8260444,19196.341796875,2541231.5,300856.03125,1868097.75,403226.5625,1148180.5,54200.4921875,1103577.625,1932396.625,4611573,2035431.875,3373489.5,5097698.5,3941060.75,2733134.5,3652992.25,2612665.75,3640361.5,3246560.5,6793541,0,109978.7578125,4108487.25,4474663,3976237.75,3780188.25,2789781,3157276.5,2644313.25,2620202,1209528.75,3406125.5,2155754.75,1699059.5,3507580.25,611071.5625,1497469.375,1579183.875,2123585.5,2674497,122233.140625,5110445.5,3405093,3957312.75,3325727.25,4610504
popcount,1960,370436.59375,9240484,7544428.5,9495827,1434831.875,4599960,162515.25,738198.25,4905211.5,1826421.25,4128853.75,2224247.75,1556859,3029270.75,2590116.75,3014236.75,7673131,15429351,3761718.5,767395.3125,5003823,3451615.5,2812993,2698494.75,1707961.875,1839877.625,1549917.125,2194734.5,3850517.75,1027872.5,2156351,415948.75,2452652.5,982882.75,2492188,3348671.25,2822673.5,2412267.5,6517632,5765584.5,6317287.5,440799.8125,4692669.5,18529.658203125,7993089,1900401.125,2390002.75,2299834.5,5042906.5,4936892.5,2393631.25,2046860.875,4351182.5,3539744.25,5478912.5,2437366.25,137563.203125,476583.875,3876320.25,2531419.5,3174837,4380568,7007527,144206.1875,12643601,10653267,4834655,8776625,8816768,21041.728515625,2751194.5,332457.25,2027127.375,436707.625,1300211,54200.921875,1162053.625,2246344.75,5178449.5,2394252,3704498.75,6049225,4672557.5,3200925.25,4357014,3117895.5,4329480,3881629.75,7149108,0,111969.0546875,4601982.5,5292504,4499142.5,4058410,2983377,3322807,2958258,2794546.5,1576637.875,3405958.5,2180212,1811976.75,4120004.25,977437.6875,1814030.25,1624900.125,2210402.5,3155542.5,132754.90625,5536566,3605191,4293522.5,3611064.75,5201596.5
popcount,1970,375560.59375,9348723,9029600,10523538,1428213.125,4587017.5,170125.890625,751561.6875,5495789.5,1841602.5,5139547,2687523,2225510.5,3898238.5,2942892,3579178.75,8139625.5,16569349,4053932,808789.5625,4975858.5,3398081,2968654.25,2739456.5,2111745,2275015.25,2068765.625,2808607.25,4190529.5,1042248.5625,2281103,438482.0625,2611125,1195344.25,2628421,3440000.75,3302160.75,3400026.5,6030342,7250756,6402173,523544.46875,4877903.5,19195.1953125,9178123,2124755.5,2603131.25,2522902,5450393,5387690.5,2600175.75,2153010.75,4608304.5,3913979.5,6209217.5,3024157.5,155840.171875,607972.9375,4026760.25,2746454.5,3292015.25,4502843,7457072,167220.453125,13642258,11477213,5204610,9453352,9492343,24326.001953125,3103114,358534.46875,2257325.75,471135.3125,1468149.875,52742.88671875,1291009.625,2617830.75,5702131.5,2720886.5,4017218.5,6637068,5113182,3493685.5,4781454,3420822.5,4755965,4266295,7068484,0,91336.953125,4991425,6055035,4889838,4342902.5,3124607.75,3458220,3335417.75,3052303,2061913.625,3472385.25,2135856.75,1913678.25,4473130,1458720,2058315.375,1725875.125,2471262.75,3513239,145905.484375,5920068.5,3773631.5,4645464.5,3897601.5,5987038.5
popcount,1980,380722.1875,9434793,9309965,10862874,1381311.5,4474328.5,167433.71875,712867.5,5640927.5,1855929,6228597.5,3327668.25,3367627.25,5117575.5,3298704,4004428.75,8191915,16657827,4038165,777176.375,4770207.5,3262186,2972292,2696795.5,2288646.5,2715366.25,2503435.25,3422164.75,4424880.5,1056107.5,2600773.75,480527.40625,2866639,1485067.625,2815262.75,3594979,3629887.5,4219251,5918681.5,8473616,6940972,664536.8125,5061590,19844.26171875,9693315,2325815.5,2724296,2682603.75,5626339,5531698,2828152.5,2290854,4791272,4153690.25,6641733.5,3415084.75,171507.71875,653175.3125,4241434,2874428,3438646.25,4664397.5,6146119.5,187065.4375,14891631,11764249,5371675,9983627,9930740,25712.47265625,3386000.75,376734.125,2398200.25,519441.09375,1680609.625,56756.828125,1425043,2938300,6005565,2974465,4222900.5,7258933.5,5575739.5,3800742.25,5226149,3740276,5199335,4672432,7981535.5,0,91869.6484375,5486529,6455626.5,5676651.5,4619214.5,3344983.75,3683988.25,3464847.25,3137568.25,2565014.25,3424405.5,2195888.75,2111939.25,4889285.5,2297063,2388406,1742560,2595260,3847978.25,150654.25,6143806,3833890.75,4830746,4070977.5,6141149.5
popcount,1990,386442.5,9497091,9800703,11295214,1528413,4610293,166692.09375,712638.125,5766783.5,1827459.125,7662061.5,4115385.25,4310999.5,6727354.5,3624203,4265720.5,8237436.5,16867904,4131457.25,779808.9375,4402533.5,3042725.5,2971288.75,2565043.25,2448066.5,3142571.5,2925102.5,4501033,4463330.5,1068156.375,2840900,506578.1875,3026979.5,1857841.25,2898911.25,3564356.75,3640068.25,4499600,5909570.5,8834627,7489611,701546.75,5280189.5,20625.92578125,10303631,2471605.5,2781789.75,2824712.75,5762958,5608612,2999196.25,2396621.25,4981575.5,4492467.5,7060802,3728459.5,181397.859375,793193.8125,4373541,2813423.75,3376218.75,4531544.5,5217510.5,208527.953125,14673914,12217032,5537449,9996510,10087746,27653.3671875,3643569,390450.96875,2542746.5,561846.0625,1802158.125,63848.53125,1447759.25,3242585.5,6355952.5,3113349.75,4384272.5,7767298.5,5946951,4048870,5586903,3999995,5563676.5,5004580,8113783,0,82892.6953125,5697391,6852174,5946117.5,4737541.5,3464807,3765067.5,3646145.25,3222331.5,3142455.25,3421629.5,2192095.5,2187372.25,5154865.5,3354064.75,2760409.75,1737666.625,2727522.5,4217563,153861.515625,6263896,3845923.25,4809365,4054087,6499420
popcount,2000,392974.03125,9540197,10580536,12089755,1519174.5,4591077,173170.515625,754133.25,6122152.5,1730420.375,9057160,4849951,5216925,8054629.5,3864836.25,4276991.5,8811792,17742030,4435541,796858.9375,4181074.75,2858903,3161426.5,2442001.5,2612898,3440595.5,3392404.25,5670342.5,4626079,1070410.25,3083869.25,569821.6875,3257250,2030016.875,3062655.75,3463817.5,3642024.25,4871291.5,5871532,9256758,7924163,781394.25,5476704.5,21318.419921875,10611729,2553185.25,2820209.5,2924718,5861762,5785144.5,3201705.5,2521739.75,5165630.5,4845438,7413791.5,3971425.75,190210.734375,933346.375,4324372.5,2786052.25,3315109.25,4374819.5,4870793,229658.484375,14636736,12296784,5543191.5,10179014,10070790,29633.6796875,3447668,431689.6875,2288391,568159.0625,1883720,69044.046875,1539806,3512428.75,6767807.5,3279737.25,4645152.5,7837147.5,5984763.5,4072055.25,5619327.5,4025151.5,5596449,5042788,8442216,0,85189.796875,5416769,6797657,5451690,4540086.5,3699293,3831650.75,3892811.25,3325884.75,2976869.75,3564108,2169927.75,2233878.25,5251983,4464929.5,3065388.5,1781350.25,2870041.25,3610267.25,159023.3125,6436968,3918188.75,4385393,3693970.5,6949425
popcount,2010,400252.53125,9584687,10631641,12104665,1529205.125,4576947,190517.0625,758006.75,6119299.5,1730052.25,10357208,5541950,5971610,9236832,4400928,4884804.5,8901557,17788148,4431945,801457,4186110.25,2861315.5,3165254,2434573.25,2964166.75,3875957.25,3884049,6547200,4832470,1077750.25,3194472.75,589030.75,3370241.5,1992199.125,3164886.75,3949371.5,4155515.25,5596687,6673462,10565144,9055575,895843.375,5680911,22022.552734375,11298978,2712414,2993203.5,3103149,6217999,6115058,3405732,2679324.5,5493230,5160487.5,7886552,4209920.5,201970.03125,1077391.25,4219923.5,2728457.75,3250023.25,4282424,4680825,261255.921875,14689067,12200318,5522757.5,9985316,10059650,31470.048828125,3272216.75,484708.1875,2161547.5,568304.5,1922913.75,72363.8125,1608949.125,3665075.5,7104804.5,3414946.5,5051051,7848426,5977172,4070450,5610149.5,4022052.75,5579405.5,5045479.5,8737160,0,87813.3828125,5234245.5,6546023,5272064,4393971,3654067.25,3676467.5,4124351.75,3514561.5,3101248.25,3725270.75,2300359.75,2284285.75,5288147,5090661.5,3491385.75,1864999.375,2984465,3729733.25,169595.6875,6803974.5,4124585.25,4121597.75,3468842.75,7380621.5
popcount,2020,920391.6875,10610701,10733134,12740591,1321957,4533434.5,150130.421875,710590.375,6184528.5,1527543.5,10329520,8293908,8536305,9146275,4128026.25,4052969.5,8953059,17220434,4478041,757289.9375,3695388.5,2329358.5,3084661.5,2070973,1905690.5,2275618.25,4366836.5,8953018,4955700,1146670.625,3259576,650751.1875,3221019,1875239.375,2716112.25,3203854.5,3891926.75,5970827,6093848.5,11348884,9152504,961900.8125,5928870,23800.9453125,11843119,2662896.5,2966683.75,3030542,5774399.5,5853357.5,3757460.5,2965564.75,5881733,6014814.5,8509795,4484275.5,254356.46875,1281127.25,4059007.25,2806672.5,2967812.25,4036475.25,4374857,278462.46875,15869100,11745117,5336186.5,11443009,10940927,33318.21484375,2750677.25,539798.9375,1771078.375,645758.625,2003052.125,67908.1953125,1621515.75,3947570.25,7581671,3537089.25,5559138,7687169,6112746.5,4118248.25,5756829.5,3746187.75,5484288,5459338.5,8361091.5,0,85690.015625,2598236.5,3655787.75,9342145,2089441.5,3398216,3341733.5,4642896.5,4281459,2857824,4006547.25,1816427.875,2262259.5,5318343.5,8447365,3171798.25,1822246.5,3070312.25,3641462.5,194462.1875,7261591,4403563.5,4971174.5,3449018.25,8276490
unweighted,unweighted,9234.82619403928,79006.139094431,36019.9358101765,70433.5599143009,872.427539869381,29464.9939156881,404.208374424541,760.222219522983,21137.5031164328,23064.6999366879,90207.0314341671,48792.5394702593,75103.9151417753,89809.1597413214,91061.4996517666,74432.0690806779,47478.3238823775,34228.6470167318,19834.8815406371,2514.22211177202,18422.401065348,20773.2651197228,15456.4611741753,16022.9339041612,35441.8701107853,70630.0507265108,82286.2155409661,76027.9615237551,43349.3196409951,45182.8154323391,3928.82158808828,17488.6520160878,51425.6145599532,11096.0282493221,59191.8579696659,44933.7949514612,70410.7393891744,8068.7283963691,215298.836186459,60205.3071177356,99160.8018116223,7331.70961578868,338995.248722474,2074.07202813899,12170.9674831799,39784.0903652623,48008.9026154557,29880.4461702284,31841.9812736259,57858.3067744168,32311.2550979258,27130.9411295045,84616.4934608174,73499.1302756255,71151.7054477822,31828.2065607212,8704.4808578983,89497.8488427181,56305.4844819848,6913.60975458154,36757.9960555185,49476.1836276891,69544.852851443,102933.484725948,57965.3922890323,73378.7715114946,50034.5516476017,62167.0654971481,58362.1555826453,146.823506644988,64629.5982058989,2595.71030211917,64763.0501235196,13896.5490059299,25276.6448356937,266.975359180968,8917.75590284301,10839.1698906804,10016.482098473,7235.00526967159,392817.922953698,27491.174341877,66427.5138394764,29414.6409664163,60251.5565020412,30005.3151300051,63418.8861117116,35505.0057165679,88642.9466923028,2163.62698291728,904.426890382481,68204.016428361,72472.0021310719,36174.3147464062,61278.3670313602,24638.3267744082,52677.6303685164,51452.7131483752,85169.2921235286,28539.8898713425,23475.3531594056,314933.99595623,19951.1345127129,48950.1411630093,5101.17214624528,43140.0514598323,25928.4559938615,34511.7113775101,51470.3133298448,159.848937487553,13597.4119531355,17020.6019121297,68806.271125114,42941.9419307139,41071.5615869231
