Weight,Year,ABW,AFG,AGO,AIA,ALA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,Z02,Z03,Z08,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GGY,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HMD,HND,HRV,HTI,HUN,IDN,IMN,IND,Z01,Z04,Z05,Z07,Z09,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JEY,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,Z06,PAN,PCN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VIR,VNM,VUT,WLF,WSM,XAD,XCA,XCL,XKO,XPI,XSP,YEM,ZAF,ZMB,ZNC,ZWE
pop,2000,90257.140625,20092186,15450893,32536.025390625,26889.30859375,3198356,21445.8984375,2829014.25,38103992,3105008.5,56086.1640625,0,0,77860.25,19152530,8286087,8149175,7095720,10419094,7362060,16237.47265625,11637152,132667152,7923276.5,663900.75,309300.5,3749926,6068.26953125,9951129,264129.875,67502.5546875,8627206,180552384,268098.28125,298537.9375,1080222.875,0,1706070.5,3541856.25,38543904,490.489929199219,7167280,15040387,1298086144,6476.44873046875,6419.87548828125,2998.31079101563,16964522,16367618,49867456,3973576,18145.4296875,40388664,544204.3125,435890.84375,3908780.5,11178194,132578.375,1864.21203613281,41760.1171875,575361.625,10297576,82489488,723839.5,69228.71875,5428223,8660259,31177396,13149179,70729088,3554323.25,339998.59375,40648036,1392488,66956952,5592907.5,808417.75,2897.96850585938,60061260,46883.6953125,106770.9921875,1260683,59081304,4764616,61495.06640625,19413930,5938.6689453125,8720849,391240.875,1136166.75,1408093.875,505145.09375,11061922,100859.125,63317.51171875,11733252,171788.140625,154382.5625,745021.25,0,6300508,4474960,8443269,10399109,212716000,76555.75,1049327040,10590851,958.421264648437,2705.11328125,1028768.8125,14177.30078125,0,3906545.5,65928956,23800092,282653.5625,6172240.5,57367180,2592107,86720.5,4774929.5,126261528,15642013,32101772,5883425,13248129,84858.921875,44759.29296875,47410600,1887268.625,5738238,3236534.5,2997884,5304892.5,155917.90625,22474.298828125,18845784,1631633.25,3496142,405106.3125,2499102,26434.255859375,28906342,6265.19482421875,4120885.5,15784986,278609.28125,101960544,51050.015625,1973160.75,11091628,383553.84375,48820116,648796.9375,2431259.5,68057.4765625,19208014,2676133.75,4922.09765625,384849.90625,1182260.375,12732468,24347428,150245.15625,1740822.875,209031.78125,11308639,2328.76635742188,123855320,5698479,1887.59912109375,16920144,4641549.5,24531700,9974.60546875,3761432.25,2307580,132918608,3835783.75,3072394.25,101.376014709473,26468704,82211696,18689.01171875,5356466,38914272,3827970.75,22940186,10156881,5075155.5,3195007.25,235800.90625,595231.5,732153.9375,22331528,152527776,8436897,20691336,27960090,9961959,3014672,0,5067.37109375,4279.9677734375,415643.9375,4066841.5,5791794.5,6472.02978515625,7388307.5,6317.77294921875,8139097,6696075.5,136245.140625,528215.125,5338481.5,2084781.5,9715494,1075410.875,18126.787109375,79554.7109375,16255280,20823.384765625,8266635,4614355,62996228,6223120.5,1541.69799804688,4979383,878123.875,99106.3046875,1259945.375,9942216,64080492,9436.330078125,22102006,43407244,27904984,50265348,0,3245458.25,304026048,23261280,1050.83532714844,107301.4765625,25014540,19397.93359375,109298.1484375,81608360,183987.53125,14399.2724609375,173608.84375,40118.96484375,8700500,0,1448193.75,421.380828857422,0,17678510,45037712,10635381,325806.5,12458405
lights,2000,1016.64074707031,34704.3984375,65066.34375,912.82666015625,2733.15112304688,55071.265625,4283.46875,568329.6875,1995151.375,35984.25390625,395.21826171875,65.2762985229492,3061.59497070313,2414.48193359375,1389186.625,741133.6875,122124.6796875,4638.79150390625,958770.5625,16536.37890625,601.130310058594,24460.666015625,368963.5,460591.3125,17563.380859375,10666.1171875,203770.453125,58.7406883239746,512368.25,14764.376953125,430.235931396484,181472.09375,6683170,6023.1298828125,30784.60546875,6395.7880859375,8.57312107086182,47694.02734375,4637.08251953125,8989654,0.557266712188721,550717.0625,504998.40625,11695523,62.4784469604492,0,0,164887.109375,46803.72265625,61868.78515625,22544.853515625,47.0286331176758,1231350.75,826.728515625,3869.64038085938,197353.265625,200991.375,4514.73388671875,91.5339431762695,1432.9375,51778.19140625,1049626.25,5050167,1733.61828613281,1940.58740234375,420101.03125,172748.96875,1230314.375,474854.34375,1779485.25,7660.61865234375,7917.52294921875,3577915,120305.9765625,46273.2109375,1171973.375,9178.216796875,1159.9228515625,5679424,1348.55798339844,541.995300292969,78933.0859375,3549773.75,32949.44140625,469.809967041016,136511.671875,163.642532348633,13130.083984375,17687.80078125,2748.076171875,762.141357421875,6923.7529296875,719049.1875,1117.90563964844,1336.83178710938,229049.234375,11568.4423828125,7063.4072265625,12503.4814453125,58.9659309387207,135434.015625,353014.75,8472.4755859375,684890.4375,1761211.5,3379.79150390625,11602530,61028.92578125,0,0,3016.82641601563,0,130.461013793945,460794.375,3829126,850969.875,54732.921875,380074.9375,4541312.5,99728.921875,1290.78881835938,203490.3125,5094147.5,947220.125,86913.9609375,121893.359375,20716.619140625,39.2276954650879,702.149780273438,1700809.375,249918.203125,20520.583984375,188719.3125,2623.47192382813,696320.3125,2294.068359375,2101.919921875,259999.75,10493.4384765625,180558.84375,50212.359375,107634.609375,801.00927734375,382703.28125,34.915699005127,76993.6953125,18134.146484375,72.6054763793945,4778330.5,35.1852569580078,115437.0546875,24066.37890625,4674.9892578125,139238.390625,28630.333984375,46909.28125,1273.1259765625,35101.9921875,12938.466796875,40.1826591491699,13556.1298828125,21269.5859375,32829.9609375,797186.0625,951.421936035156,52172.734375,8063.39794921875,22959.203125,15.3738279342651,1147328.125,83357.4765625,49.3261489868164,1009492.8125,730352.9375,56232.1875,22.3229522705078,244994.703125,431123.6875,2433083.5,38648.9609375,88457.2890625,0,401065.5,380831.25,333.306762695313,48903.78515625,2585455.25,264424.78125,43138.67578125,750349.5625,177204,137184.796875,4030.79443359375,145361.359375,20114.90234375,1039474,15432601,6273.75390625,2544106,166435.578125,27241.5703125,33079.515625,3183.06958007813,136.152816772461,0,1125.43481445313,1344.03955078125,121399.390625,1242.82043457031,5690.53466796875,142.933776855469,392107.625,2007.48010253906,855.121276855469,22246.75390625,519652.96875,190662.28125,1622264,31456.0859375,557.380615234375,505.41796875,762975.875,562.5439453125,6450.67626953125,9450.904296875,1440888.75,105386.4609375,0,299001.5,3245.537109375,599.058044433594,58765.09375,364740.28125,2035560.5,0.739358067512512,530552.1875,64125.78125,27600.681640625,2186224.75,8.41754150390625,143703.75,52458016,758363.25,26.8431529998779,783.527526855469,1570430.25,582.5654296875,2444.60278320313,534085.5625,1276.3525390625,65.3527984619141,2451.52587890625,2555.42114257813,103876.828125,0,53005.3203125,0.984295129776001,0,238881.1875,1730322.125,84366.34375,23690.373046875,139538.671875
cropland,2000,6.49902200698853,78219.9609375,32718.689453125,2.60494542121887,106.976219177246,6882.14794921875,40.8330497741699,2229.0029296875,286951.125,5161.00732421875,14.1747789382935,0,0,21.0232486724854,472496.75,14800.4208984375,20565.951171875,12922.6064453125,8895.2177734375,27173.7421875,9.92460346221924,38861.875,86627.890625,38561.5234375,18.7040691375732,59.7994766235352,10688.6337890625,0,62923.55078125,1009.52447509766,0,33575.61328125,656188.375,81.1301651000977,227.035903930664,1562.53173828125,0,3659.52880859375,19365.185546875,531958.1875,0,4453.7021484375,21182.85546875,1279583,0.268882215023041,2.64275574684143,0.606759011745453,65382.41015625,70484.6875,77609.859375,5722.8603515625,0,45409.1484375,664.959716796875,330.45849609375,4826.98974609375,39309.68359375,25.4022750854492,0,0,600.515380859375,33416,119932.9296875,9.34247493743896,125.982772827148,21581.3359375,12521.2138671875,80241.8203125,29402.400390625,32786.0703125,5369.6171875,0.00541836395859718,178644.15625,8532.19921875,107784.296875,23291,2245.5263671875,0,193337.375,24.0136299133301,0,4990.70751953125,57254.8046875,10564.55859375,0,62172.91015625,1.6005265712738,27008.423828125,166.932479858398,3037.0341796875,5723.5595703125,2174.04614257813,36090.34375,70.3576126098633,0,19425.546875,144.521484375,0,4250.61865234375,0,14193.431640625,9698.6875,11096.900390625,48434.328125,326789.65625,1.44948697090149,1669141.5,12124.5498046875,0.512883305549622,0.904979348182678,2087.35791015625,4.93205785751343,0,10202.6357421875,161958.453125,43843.29296875,1214.13464355469,4479.51611328125,110324.3359375,2165.78930664063,2.38143014907837,3077.16162109375,41920.55078125,307859.25,54531.96875,15188.900390625,37656.36328125,0,24.2642402648926,17989.326171875,100.897933959961,11487.279296875,2666.7978515625,6986.6865234375,20311.751953125,68.0099258422852,23.7880668640137,18150.341796875,3359.85693359375,28838.017578125,587.5908203125,10272.146484375,2.29475927352905,95251.984375,0.00141802104189992,21842.259765625,33646.90234375,0,252498.71875,0,5948.4521484375,46633.890625,46.7841720581055,104867.265625,1917.66455078125,12143.9560546875,0,42530.2421875,4744.791015625,2.39805173873901,141.752365112305,186.330017089844,28572.84765625,63765.73046875,0,8509.91015625,94.9951477050781,137475.578125,0,413062.625,22253.35546875,0,9501.142578125,8970.6162109375,24859.01171875,0,14727.8115234375,734.230895996094,310472.90625,7834.93408203125,6702.0771484375,0,53339.61328125,88795.3515625,0,7692.0576171875,143765.453125,947.959045410156,22735.904296875,23227.240234375,31679.978515625,440.496368408203,0,151.155654907227,266.672302246094,99418.1484375,1282063.125,11798.1416015625,37345.640625,143624.765625,33329.4609375,88.5157775878906,0,0,0,446.360687255859,6446.6123046875,8741.4560546875,32.1931495666504,10602.33984375,13.4697608947754,33321.625,19842.470703125,311.140228271484,720.03466796875,15438.7109375,1994.89392089844,28133.806640625,1932.03210449219,1.59781742095947,0,52442.40234375,11.5491237640381,37634.32421875,25180.865234375,188381.53125,9307.59375,0,20827.703125,1821.43957519531,136.889389038086,558.56103515625,48505.12109375,262689.6875,0,4572.35791015625,101183.46875,76636.3515625,338751.375,0,14280.43359375,1796362.5,46165.28515625,0.251711219549179,34.5533714294434,33699.578125,0,6.7789421081543,80455.7265625,908.003356933594,0,386.021667480469,40.9127540588379,1964.17443847656,0,2359.47973632813,0,0,16534.1484375,141173.234375,28781.646484375,540.779174804688,37075.6328125
pop,2005,94856.421875,22602942,20016930,34025.48828125,27922.521484375,3027064.5,24541.63671875,3804993,38984668,2988547,54654.65234375,0,0,80157.625,21510350,8413565,8554155,7849378.5,10650252,7913876.5,18868.142578125,13591258,133208624,7627720.5,884573.5,338796.59375,3721119.25,6798.86328125,9695445,300324.59375,66570.8046875,9141767,184682592,271251.03125,319259.09375,1151289.875,0,1773293.75,3806234.5,39150464,550.531860351563,7576675,15634007,1315811328,7233.87744140625,6782.21875,3084.05004882813,18581122,17998028,58601444,4685706,18227.126953125,42864768,602202.25,469651.40625,3999537,11231640,137967.359375,2095.52856445313,47049.8203125,613553.625,10329135,82415248,723235.3125,71051.34375,5469756.5,8640508,32343856,13674121,74010064,3408421.25,433323.59375,42996672,1313174.125,70509776,5678130.5,822145.25,2999.45361328125,61501060,47147.59765625,103665.109375,1690714.75,60716444,4428070,61977.96484375,22196632,6221.525390625,8537558,391935.5625,1326357.75,1430899.125,1006699.5,10991391,102536.25,63083.5625,12817381,202661,155920.5,744608.9375,0,7105522.5,4430536.5,8713413,10596946,220627664,78964.0234375,1092949504,11362003,945.412902832031,2662.54516601563,1108083.25,14399.365234375,0,4242204,74226832,28293942,299577.25,6956343,58146624,2635050.5,90930.625,5230261,128329768,16224509,35265796,6266366.5,13725876,92984.5,48359.375,48052164,2148527.25,5970791,4588326.5,3353585.75,5541558.5,160001.34375,23179.095703125,19486092,1646199.25,3282683.75,429937.5,1943683.125,27448.255859375,29780970,6301.662109375,3848490.5,17516646,290535.9375,102492400,50827.59375,1988282.125,12522014,401173.375,57062004,660884.5,2517807.5,60726.30078125,20035608,2798069.25,4626.80859375,387290.75,1201487,13682612,25347576,173981.453125,1798017.875,232281.25,13003786,2460.361328125,137303056,5816639.5,1588.01965332031,17318674,4814007.5,24289366,9905.1689453125,3897361.25,2567796,154494176,4312830.5,3151464,58.4165992736816,26987238,90861272,19431.642578125,5932157.5,38675824,3794951.5,23381596,10385850,5479452.5,3728871,251844.90625,855351.75,765143.9375,20948860,150224736,9219228,22630830,28480554,10857376,2747813.25,0,5189.4365234375,4733.43896484375,472866.125,5033929.5,5625396,6711.6337890625,7532648.5,6219.72607421875,7543313.5,7242659.5,150283.53125,544864,5339775,2078144,9901013,1028244.8125,18799.333984375,83339.9375,18289536,25534.2578125,9429992,5022792,63588824,6834483.5,1467.44848632813,7053117,973981,102910.375,1282291,10268441,72868928,9876.1494140625,22872310,47447144,31518038,48849536,0,3171764,315445984,24953320,1060.06518554688,107447.125,25154618,22931.185546875,109197.859375,83452040,212274.375,14226.27734375,179779.3125,42885.21484375,9400164,0,1501410.125,427.162628173828,0,19943324,47458424,11310988,343815.84375,12022318
lights,2005,1014.31018066406,95026.390625,83437.578125,903.690002441406,3521.73852539063,84827.609375,4413.357421875,656936.5625,2062608.125,58910.5625,380.382507324219,54.9730224609375,2416.10668945313,2460.73657226563,1375472.75,800707.625,200874.5,3710.890625,881713.75,19675.259765625,495.759796142578,29844.724609375,375529.90625,491860.40625,18049.423828125,11564.98046875,252044.53125,55.2511405944824,429365.625,22136.140625,424.578704833984,189897.421875,6932477.5,6259.564453125,30006.201171875,7990.67626953125,0,64288.09765625,3788.77978515625,7308839.5,0.668720066547394,655604.9375,545078,16938702,28.3664417266846,0,0,178504.53125,48387.078125,72642.4921875,56120.1015625,40.4049873352051,1169025.875,769.526916503906,4701.203125,194134.625,230945.8125,4114.57666015625,80.5599746704102,1352.07824707031,57542.234375,1060423.5,4948514,2377.37768554688,1912.33447265625,352900,162007.390625,1372249,563848.25,2213622.25,11258.294921875,12030.30859375,4024181.25,147011.640625,68879.0546875,1458111.125,12838.0732421875,694.130249023438,5969002,4063.63940429688,416.432861328125,83464.6953125,3382944,69335.4296875,449.686431884766,138040.65625,186.184188842773,11914.47265625,18691.623046875,3502.19482421875,836.064025878906,4849.4130859375,841034.25,1506.60986328125,2480.41870117188,251076.515625,12981.462890625,6210.623046875,11796.2412109375,181.934066772461,168440.015625,495182.125,10060.404296875,772065.5,1856264.625,3393.22534179688,11885537,87337.9453125,0,0,4032.14721679688,0,137.828460693359,539891.8125,5227466.5,1172082.75,79873.703125,396986.53125,5037407,99168.46875,1229.69250488281,253092.921875,5152747,1224625.5,87823.125,159861.875,27262.953125,40.9124603271484,699.399719238281,1842487.125,333457.15625,26095.642578125,199809.921875,4480.70556640625,909333.6875,2848.62231445313,2830.00439453125,306085.28125,12119.5966796875,194277.734375,53290.23828125,123208.0546875,791.72998046875,553687.625,34.494686126709,92938.5859375,15092.8251953125,95.4320831298828,4898046.5,27.9845504760742,115855.328125,34358.21484375,4792.30517578125,104723.7109375,36864.4453125,40946.06640625,1259.73010253906,49928.18359375,15125.669921875,36.0757560729981,15693.1767578125,23389.71484375,36915.7109375,991843.0625,1254.31567382813,53691.9453125,10556.6650390625,23115.453125,12.9229288101196,1143188.875,81949.5625,28.0482025146484,902972,991947.5625,56772.2109375,9.15560913085938,250922.703125,589831.5625,2778123.5,50229.8359375,102937.9375,0,431114.6875,437166.84375,294.101287841797,51764.9296875,2989773,254192.90625,48020.81640625,1028803.8125,160485.265625,149537.78125,4291.83154296875,145694.6875,21779.41015625,1034092.9375,14555079,5538.9794921875,3073940.5,237642.96875,39616.66796875,33797.49609375,2657.25708007813,103.594375610352,0,617.824340820313,2614.90454101563,130241.1640625,1326.24609375,7877.521484375,149.100204467773,583799,6297.462890625,880.449584960938,26643.2734375,459908.15625,202823.421875,1632636.875,40795.76953125,550.591613769531,500.147735595703,819703.75,845.605407714844,13557.283203125,12265.6904296875,1619783.875,148521.921875,0,422058.875,2420.63134765625,644.182006835938,70538.890625,423458.6875,1917364.5,0.904712200164795,552043.8125,63521.0546875,25848.662109375,1993187.125,2.31199312210083,115277.2734375,45400784,908975.0625,26.7114200592041,924.290161132813,1669905.125,619.533569335938,2471.39990234375,740697.8125,1389.62438964844,48.1010818481445,1816.25280761719,2896.62377929688,159889.625,0,74757.0703125,1.13193941116333,0,345063.125,1946455.375,84967.828125,27809.60546875,129942.7578125
cropland,2005,6.49902200698853,79723.3515625,35539.203125,2.56980848312378,109.707176208496,6498.99462890625,39.5139122009277,2327.60791015625,339506.46875,5226.1279296875,14.711612701416,0,0,21.0343761444092,493796.59375,14573.30078125,20651.783203125,13190.4287109375,8572.5576171875,30017.908203125,9.07330799102783,50676.875,85835.484375,34512.796875,16.8785495758057,59.7451896667481,10898.451171875,0,57129.76953125,1047.6025390625,0,40539.82421875,769185.125,70.3310317993164,238.519836425781,2057.51513671875,0,2669.57836914063,19343.50390625,531643.3125,0,4422.5166015625,18941.37109375,1264390.25,0.263161569833756,2.61926221847534,0.59001362323761,69482.78125,71185.8046875,77317.5078125,5788.94189453125,0,36159.24609375,665.331176757813,360.128875732422,4839.34814453125,39729.703125,25.3296051025391,0,0,699.510681152344,32984.05859375,120643.1640625,9.32274055480957,132.30712890625,22051.0859375,11606.376953125,81874.265625,24784.884765625,35093.69140625,5974.41064453125,0.107131481170654,162179.75,6044.3759765625,137266.140625,23787.0625,2247.0224609375,0,193244.75,23.9734916687012,0,4985.3408203125,55813.2265625,6084.4013671875,0,68941.0078125,1.43526446819305,33151.00390625,153.667129516602,3267.13696289063,5551.5537109375,2092.60888671875,35277.640625,39.4333648681641,0,22033.52734375,144.629974365234,0,3988.44921875,0,14472.6376953125,10024.5341796875,10904.5888671875,48257.5234375,370718.1875,1.226282954216,1688110.625,12234.0126953125,0.520467638969421,0.911548137664795,2129.1083984375,4.94571352005005,0,11209.5537109375,180025.265625,54613.92578125,1215.30126953125,4166.44775390625,101063.2578125,2062.4521484375,2.33804416656494,3015.13842773438,40735.3828125,292158.40625,57982.37890625,14506.6025390625,37942.86328125,0,12.9322814941406,17134.744140625,118.998947143555,13695.4765625,2779.87622070313,7314.3154296875,19706.166015625,52.3174591064453,23.4324226379395,19672.8046875,3282.326171875,19630.857421875,579.917053222656,11065.58984375,2.26380658149719,88733.0078125,0.00141998915933073,21663.541015625,34610.86328125,0,257701.015625,0,4913.01708984375,58070.390625,48.6657295227051,109365.5078125,1967.95239257813,7996.45263671875,0,53418.81640625,3968.41772460938,2.39787292480469,121.535682678223,178.344879150391,33005.55078125,64968.79296875,0,8555.6767578125,91.7574615478516,139456.515625,0,427061.5,23672.998046875,0,10731.0224609375,8800.2470703125,24446.830078125,0,4638.0908203125,669.459289550781,303432.71875,7670.765625,6822.0751953125,0,50328.83203125,89927.5703125,0,7817.71240234375,125610.2890625,962.58154296875,23200.640625,19915.322265625,36294.68359375,401.7021484375,0,134.39599609375,247.164520263672,95263.9296875,1242073.75,13537.6591796875,36674.0234375,166204.3125,31587.146484375,89.0534286499024,0,0,0,524.138549804688,16320.3642578125,9048.7060546875,29.5016307830811,13678.236328125,13.4964561462402,34003.85546875,22547.37890625,311.2490234375,605.019897460938,13936.4931640625,1990.77282714844,28103.572265625,1935.50854492188,1.57626521587372,0,54458.39453125,11.5190420150757,46444.55078125,22134.501953125,186388.28125,9193.6572265625,0,21829.548828125,2262.5166015625,136.83610534668,437.549163818359,47617.9375,265027.25,0,4571.5703125,114814.2265625,84417.46875,337621.375,0,14540.00390625,1693026.5,45345.94921875,0.228659868240356,34.5665664672852,33262.1796875,0,6.76824045181274,92696.8359375,963.991394042969,0,327.132873535156,50.9041290283203,2098.89233398438,0,2379.39477539063,0,0,15114.734375,134760.609375,28125.08984375,656.710144042969,40069.36328125
pop,2010,100811.8125,24928496,21424106,36155.66796875,29108.4921875,2921243.75,28267.109375,4999710.5,41270188,2931639.5,54143.796875,0,0,84772.6796875,21511904,8598978,9050316,8950445,10982540,9393443,22709.734375,16007513,143435328,7390130,1218071.875,364859.09375,3568320.5,7749.4404296875,9461502,341405.96875,67834.890625,9995292,196175408,276029.9375,347462.21875,1238078.75,0,1942552.875,4219734,41308636,550.22998046875,7922903,16936180,1363338880,7861.36376953125,7363.83056640625,3297.07055664063,21051196,21018048,72847544,4525568.5,18220.81640625,48344032,685033.875,488683.5,4237591.5,11227822,148560.375,2097.49584960938,55115.796875,679700.0625,10443546,81246000,840743,70854.90625,5617800.5,9562593,35333088,15091484,81149824,3669040.75,465798.84375,46041096,1290404.375,80412040,5795148.5,853969.4375,2864.54125976563,63670500,48943.65234375,102213.484375,2044284.625,62964712,4183956,63086.37109375,25498120,6587.38818359375,9548755,400988.46875,1560486.875,1610697.5,1080242.625,10927288,102818.984375,63392.1875,14372153,243684.9375,158378,745392.1875,0,7849104.5,4347653,10100234,10180456,238886736,83299.6875,1185906048,12630522,970.247009277344,2725.98193359375,1249407.25,15212.142578125,0,4571031.5,75052832,32822684,319092.25,7699261.5,59424020,2680439.75,96354.96875,5812273.5,128617248,16881862,40968040,6524164,15045816,103542.9140625,52314.328125,49232852,2540349.25,6486771.5,5877458.5,3736575.5,5965273.5,164507.4375,23991.556640625,20136036,1646237.5,3096313.25,460755.78125,2132639,29141.037109375,31567500,6394.66162109375,3758348.25,20185154,330904.96875,111533544,51997.703125,2006497,15158513,411294.40625,53355388,653164.6875,2678964.5,53586.3359375,23214858,3206463.25,4843.7373046875,396085.40625,1228444.125,15743781,28300990,200451.5,1933170.25,248081.421875,15840595,2314.62915039063,160123424,6346156,1468.16442871094,17711816,5037540.5,26420238,9869.201171875,4040607.75,2938280.75,174474224,4736467,3451225,67.3236312866211,29509988,97462640,20919.2421875,6836356,38871592,3755458.75,23457672,10430785,5942029,4237097.5,268281.40625,1697129.5,823386.75,20339056,148753072,10542718,26356310,32439140,12519433,2978778.75,0,4742.1083984375,5272.2822265625,531803.5,5545546,5918916.5,7054.779296875,8603677,6104.9560546875,7402764.5,8959453,169271.75,575349.0625,5342987,2131885.5,10292419,1060177,19946.8515625,89184.4921875,20701880,31507.494140625,11259683,5793306,66716524,7584213,1412.39416503906,8043715,1105062.75,103970.453125,1313193.5,10811381,74703480,10490.765625,23323784,54084616,36975288,47548472,0,3203740.5,330266112,27089238,1076.52453613281,107971.8046875,27328130,25135.638671875,108819.8515625,88219760,238149.328125,12806.701171875,185504.171875,47622.75,9963854,0,1647204.25,441.182220458984,0,22880900,51106440,13289229,374771.03125,12765013
lights,2010,787.306884765625,113550.640625,174473.203125,968.609436035156,5791.30126953125,78725.21875,4033.99829101563,743207.6875,2466979.75,67477.9453125,357.532104492188,65.1523666381836,868.95703125,3021.84204101563,1494212,893827.6875,218951.375,6759.88818359375,1050569.125,30292.123046875,539.894104003906,40319.2421875,337266.40625,477373.5625,20217.822265625,11461.73046875,214367.609375,50.4123039245606,913447.5625,23255.4921875,371.147552490234,243809.84375,8543212,6127.25732421875,35922.59765625,11735.0693359375,4.37229156494141,69738.25,4379.24169921875,7553066.5,1.32350838184357,684188.125,644294.9375,20841138,0,3.40110611915588,0,208377.875,58433.39453125,91368.5390625,79340.8828125,38.3835182189941,1280545.875,922.648681640625,5227.41748046875,227509.125,275479.96875,4045.1103515625,116.518951416016,1531.57568359375,65706.0078125,1338370.875,6550445,3520.87768554688,2095.58251953125,606182.0625,167976.96875,1691449.375,609331.1875,2493846.25,11098.7421875,14600.9140625,4148402.5,261555.109375,85535.75,1902574,14876.693359375,991.314392089844,6489643.5,7736.38916015625,508.386199951172,79039.0390625,3651853.5,97799.859375,384.493286132813,176145.140625,170.587020874023,13918.5517578125,18604.24609375,6608.5859375,1145.82470703125,13092.4013671875,799143.3125,1721.80480957031,2122.25415039063,263415.3125,14959.23828125,5888.56396484375,12246.2802734375,108.759796142578,181411.40625,495353.4375,23923.13671875,648838.5625,1998926.375,3039.47119140625,13682100,105566.6484375,0,0,7192.25390625,0,82.8974151611328,600884,5253628,1286707.75,73339.578125,424594.4375,5173982,84867.34375,1153.38635253906,330932.65625,4758029,1324663,103026.3359375,170876.4375,93578.65625,64.1548919677734,836.519104003906,1958636.625,266846.84375,69554.7109375,173922.3125,6569.09375,998423.5625,2887.8427734375,2667.14868164063,299105.78125,14921.2890625,394137.71875,69204.046875,239269.15625,849.399841308594,601179.6875,29.9660606384277,103426.859375,20620.140625,131.811813354492,5029659,22.2995166778564,91891.6328125,47071.82421875,4916.423828125,328422.96875,37207.6953125,71023.7265625,870.112243652344,83989.859375,17049.888671875,28.7780418395996,16589.267578125,22800.14453125,48131.94140625,1159766.875,1930.65515136719,60287.62890625,11636.76953125,30532.39453125,9.7590389251709,1127804.625,90164.2421875,29.181474685669,1081700.625,1493165.875,51359.69140625,17.2775211334229,247284.03125,695586.4375,2280314.25,44551.93359375,108622.5390625,0,525989.5,505153.8125,222.107955932617,33402.671875,4940029,243098.84375,54506.87890625,1070915.125,228342.75,165410.484375,4675.9248046875,204276.59375,24522.29296875,1084404.125,16231669,10925.1787109375,3953325.75,309781.4375,46173.11328125,35439.33984375,236.055847167969,100.940811157227,0,1034.52783203125,3425.52270507813,122127.84375,1295.00793457031,8408.4443359375,107.796760559082,579054.8125,18671.787109375,998.745788574219,34817.40234375,435654.40625,224866.9375,2557092.5,37267.30859375,590.904357910156,566.789672851563,855257.125,953.560180664063,19382.0546875,13683.3662109375,2320814,82700.6875,0,417366.65625,4722.11181640625,559.873840332031,107289.359375,460285.59375,2516836.5,1.02215623855591,578290.4375,83446.625,38375.8984375,2158561,2.50008249282837,151584.234375,46797508,810856,27.2960567474365,788.716674804688,1590864.75,586.145385742188,2316.13208007813,1057738,2733.6376953125,52.8381042480469,1848.66357421875,3181.63671875,187344.484375,0,62659.9921875,1.5467494726181,0.0214839316904545,461185.84375,1927900.25,113719.71875,32417.1484375,99671.1953125
