,GID_0,year,gdp_usd
0,ABW,1960,
1,AFG,1960,537777811.111111
2,AGO,1960,
3,ALB,1960,
4,AND,1960,
5,ARE,1960,
6,ARG,1960,
7,ARM,1960,
8,ASM,1960,
9,ATG,1960,
10,AUS,1960,18606562977.0501
11,AUT,1960,6592693841.18495
12,AZE,1960,
13,BDI,1960,195999990.0
14,BEL,1960,11658722590.99
15,BEN,1960,226195578.434497
16,BFA,1960,330442815.821186
17,BGD,1960,4274894083.33333
18,BGR,1960,
19,BHR,1960,
20,BHS,1960,169803921.568627
21,BIH,1960,
22,BLR,1960,
23,BLZ,1960,28072478.0724781
24,BMU,1960,84466652.5888912
25,BOL,1960,373250000.0
26,BRA,1960,
27,BRB,1960,
28,BRN,1960,
29,BTN,1960,
30,BWA,1960,30411413.6552828
31,CAF,1960,112155598.492157
32,CAN,1960,40461721692.6468
33,CHE,1960,9522746719.21614
34,,1960,
35,CHL,1960,4110000000.0
36,CHN,1960,59716249310.9742
37,CIV,1960,546203558.456965
38,CMR,1960,614206068.497266
39,COD,1960,
40,COG,1960,131731862.783017
41,COL,1960,4031152976.63904
42,COM,1960,
43,CPV,1960,
44,CRI,1960,507513829.994855
45,CUB,1960,
46,CUW,1960,
47,CYM,1960,
48,CYP,1960,
49,CZE,1960,
50,DEU,1960,
51,DJI,1960,
52,DMA,1960,
53,DNK,1960,
54,DOM,1960,672399700.0
55,DZA,1960,2723615451.30098
56,ECU,1960,2069464936.59762
57,EGY,1960,
58,ERI,1960,
59,ESP,1960,12072126075.397
60,EST,1960,
61,ETH,1960,
62,FIN,1960,5224102195.52771
63,FJI,1960,112328422.113084
64,FRA,1960,62225478000.8822
65,FRO,1960,
66,FSM,1960,
67,GAB,1960,141468977.799846
68,GBR,1960,73233967692.1028
69,GEO,1960,
70,GHA,1960,1223943661.97183
71,GIB,1960,
72,GIN,1960,
73,GMB,1960,
74,GNB,1960,
75,GNQ,1960,
76,GRC,1960,4335186016.83942
77,GRD,1960,
78,GRL,1960,
79,GTM,1960,1043599900.0
80,GUM,1960,
81,GUY,1960,170216241.126064
82,,1960,1320796651.69457
83,HND,1960,335650000.0
84,HRV,1960,
85,HTI,1960,273187199.78145
86,HUN,1960,
87,IDN,1960,
88,IMN,1960,
89,IND,1960,37029883876.1839
90,IRL,1960,1939329775.43739
91,IRN,1960,4199134389.9037
92,IRQ,1960,1683918766.43249
93,ISL,1960,248434096.968726
94,ISR,1960,2598500000.0
95,ITA,1960,40385288344.1911
96,JAM,1960,699064380.374248
97,JOR,1960,
98,JPN,1960,44307342950.4
99,KAZ,1960,
100,KEN,1960,791265459.493816
101,KGZ,1960,
102,KHM,1960,637142865.714286
103,KIR,1960,
104,KNA,1960,12366635.7500773
105,KOR,1960,3958811881.18812
106,KWT,1960,
107,LAO,1960,
108,LBN,1960,
109,LBR,1960,
110,LBY,1960,
111,LCA,1960,
112,LIE,1960,
113,LKA,1960,1409873949.57983
114,LSO,1960,34579986.1680055
115,LTU,1960,
116,LUX,1960,703925705.942958
117,LVA,1960,
118,,1960,
119,MAF,1960,
120,MAR,1960,2037154741.93211
121,MCO,1960,
122,MDA,1960,
123,MDG,1960,673081724.751168
124,MDV,1960,
125,MEX,1960,13040000000.0
126,MHL,1960,
127,MKD,1960,
128,MLI,1960,
129,MLT,1960,
130,MMR,1960,545098463.820274
131,MNE,1960,
132,MNG,1960,
133,MNP,1960,
134,MOZ,1960,
135,MRT,1960,
136,MUS,1960,
137,MWI,1960,
138,MYS,1960,1916229477.13657
139,NAM,1960,
140,NCL,1960,
141,NER,1960,449526873.29589
142,NGA,1960,4196174501.5302
143,NIC,1960,
144,NLD,1960,12276734172.0828
145,NOR,1960,5163271598.15702
146,NPL,1960,508334413.965087
147,NRU,1960,
148,NZL,1960,5485854791.97096
149,OMN,1960,
150,PAK,1960,3749265014.69971
151,PAN,1960,537147100.0
152,PER,1960,
153,PHL,1960,7515894110.56487
154,PLW,1960,
155,PNG,1960,230496036.879366
156,POL,1960,
157,PRI,1960,1691900000.0
158,PRK,1960,
159,PRT,1960,3193200404.37297
160,PRY,1960,
161,PSE,1960,
162,PYF,1960,
163,QAT,1960,
164,ROU,1960,
165,RUS,1960,
166,RWA,1960,119000024.0
167,SAU,1960,
168,SDN,1960,1127011494.25287
169,SEN,1960,1003692370.46869
170,SGP,1960,704751700.302494
171,SLB,1960,
172,SLE,1960,322151470.588235
173,SLV,1960,
174,SMR,1960,
175,SOM,1960,180459936.776025
176,SRB,1960,
177,SSD,1960,
178,STP,1960,
179,SUR,1960,99650000.0
180,SVK,1960,
181,SVN,1960,
182,SWE,1960,15822585033.5764
183,SWZ,1960,35076845.9692616
184,SXM,1960,
185,SYC,1960,12012024.6246505
186,SYR,1960,857704413.407821
187,TCA,1960,
188,TCD,1960,313582728.147574
189,TGO,1960,121128072.620015
190,THA,1960,2760750860.62197
191,TJK,1960,
192,TKM,1960,
193,TLS,1960,
194,TON,1960,
195,TTO,1960,535670127.748935
196,TUN,1960,
197,TUR,1960,7566666666.66667
198,TUV,1960,
199,TZA,1960,
200,UGA,1960,423008385.744235
201,UKR,1960,
202,URY,1960,1208333333.33333
203,USA,1960,543300000000.0
204,UZB,1960,
205,VCT,1960,13066634.0000817
206,VEN,1960,7663938303.07172
207,VGB,1960,
208,VIR,1960,
209,VNM,1960,
210,VUT,1960,
211,WSM,1960,
212,KSO,1960,
213,YEM,1960,
214,ZAF,1960,8748596500.5614
215,ZMB,1960,713000000.0
216,ZWE,1960,1052990400.0
217,ABW,1961,
218,AFG,1961,548888895.555556
219,AGO,1961,
220,ALB,1961,
221,AND,1961,
222,ARE,1961,
223,ARG,1961,
224,ARM,1961,
225,ASM,1961,
226,ATG,1961,
227,AUS,1961,19682883149.2613
228,AUT,1961,7311749633.36229
229,AZE,1961,
230,BDI,1961,202999992.0
231,BEL,1961,12400145221.595
232,BEN,1961,235668220.508202
233,BFA,1961,350247234.260712
234,BGD,1961,4817580375.0
235,BGR,1961,
236,BHR,1961,
237,BHS,1961,190098039.215686
238,BIH,1961,
239,BLR,1961,
240,BLZ,1961,29964999.965
241,BMU,1961,89249985.1250025
242,BOL,1961,406000000.0
243,BRA,1961,
244,BRB,1961,
245,BRN,1961,
246,BTN,1961,
247,BWA,1961,32902612.8664855
248,CAF,1961,123134583.463559
249,CAN,1961,40934952063.9468
250,CHE,1961,10712712465.0522
251,,1961,
252,CHL,1961,4829238095.2381
253,CHN,1961,50056685957.359
254,CIV,1961,618245635.134801
255,CMR,1961,652777608.320492
256,COD,1961,
257,COG,1961,151675738.926342
258,COL,1961,4540447761.19403
259,COM,1961,
260,CPV,1961,
261,CRI,1961,490325181.614275
262,CUB,1961,
263,CUW,1961,
264,CYM,1961,
265,CYP,1961,
266,CZE,1961,
267,DEU,1961,
268,DJI,1961,
269,DMA,1961,
270,DNK,1961,
271,DOM,1961,654100200.0
272,DZA,1961,2434747055.94018
273,ECU,1961,1753850954.83979
274,EGY,1961,
275,ERI,1961,
276,ESP,1961,13834300571.4849
277,EST,1961,
278,ETH,1961,
279,FIN,1961,5921659485.03284
280,FJI,1961,116987784.913739
281,FRA,1961,67461644222.0352
282,FRO,1961,
283,FSM,1961,
284,GAB,1961,167637907.122782
285,GBR,1961,77741965703.3544
286,GEO,1961,
287,GHA,1961,1309859154.92958
288,GIB,1961,
289,GIN,1961,
290,GMB,1961,
291,GNB,1961,
292,GNQ,1961,
293,GRC,1961,4961400439.31722
294,GRD,1961,
295,GRL,1961,
296,GTM,1961,1076699900.0
297,GUM,1961,
298,GUY,1961,185849535.376162
299,,1961,1383681651.13776
300,HND,1961,356200000.0
301,HRV,1961,
302,HTI,1961,271065999.783147
303,HUN,1961,
304,IDN,1961,
305,IMN,1961,
306,IND,1961,39232435784.0358
307,IRL,1961,2088012282.35667
308,IRN,1961,4426949094.8403
309,IRQ,1961,1831479827.40807
310,ISL,1961,253885656.329253
311,ISR,1961,3138500000.0
312,ITA,1961,44842760293.1924
313,JAM,1961,748043500.7826
314,JOR,1961,
315,JPN,1961,53508617739.3778
316,KAZ,1961,
317,KEN,1961,792959472.816211
318,KGZ,1961,
319,KHM,1961,642857134.285714
320,KIR,1961,
321,KNA,1961,12483302.125078
322,KOR,1961,2417628736.52655
323,KWT,1961,
324,LAO,1961,
325,LBN,1961,
326,LBR,1961,
327,LBY,1961,
328,LCA,1961,
329,LIE,1961,
330,LKA,1961,1444327731.09244
331,LSO,1961,35699985.7200057
332,LTU,1961,
333,LUX,1961,704145671.350213
334,LVA,1961,
335,,1961,
336,MAF,1961,
337,MAR,1961,2025693539.55842
338,MCO,1961,
339,MDA,1961,
340,MDG,1961,699161944.558097
341,MDV,1961,
342,MEX,1961,14160000000.0
343,MHL,1961,
344,MKD,1961,
345,MLI,1961,
346,MLT,1961,
347,MMR,1961,605581577.287066
348,MNE,1961,
349,MNG,1961,
350,MNP,1961,
351,MOZ,1961,
352,MRT,1961,159213430.245265
353,MUS,1961,
354,MWI,1961,
355,MYS,1961,1901856122.72231
356,NAM,1961,
357,NCL,1961,
358,NER,1961,485785230.978987
359,NGA,1961,4467287893.08484
360,NIC,1961,
361,NLD,1961,13493833739.9949
362,NOR,1961,5632460936.54576
363,NPL,1961,531959561.160121
364,NRU,1961,
365,NZL,1961,5670064168.21773
366,OMN,1961,
367,PAK,1961,4118647627.04746
368,PAN,1961,599026300.0
369,PER,1961,
370,PHL,1961,8171194424.94498
371,PLW,1961,
372,PNG,1961,244832039.173126
373,POL,1961,
374,PRI,1961,1865100000.0
375,PRK,1961,
376,PRT,1961,3417516639.37596
377,PRY,1961,
378,PSE,1961,
379,PYF,1961,
380,QAT,1961,
381,ROU,1961,
382,RUS,1961,
383,RWA,1961,122000016.0
384,SAU,1961,
385,SDN,1961,1223563218.3908
386,SEN,1961,1058975256.97025
387,SGP,1961,764629788.123689
388,SLB,1961,
389,SLE,1961,327979248.366013
390,SLV,1961,
391,SMR,1961,
392,SOM,1961,191659914.376034
393,SRB,1961,
394,SSD,1961,
395,STP,1961,
396,SUR,1961,107700000.0
397,SVK,1961,
398,SVN,1961,
399,SWE,1961,17212686614.5726
400,SWZ,1961,43026042.7895829
401,SXM,1961,
402,SYC,1961,11592023.7636487
403,SYR,1961,945244972.067039
404,TCA,1961,
405,TCD,1961,333975336.110722
406,TGO,1961,126396468.676344
407,THA,1961,3034037810.96795
408,TJK,1961,
409,TKM,1961,
410,TLS,1961,
411,TON,1961,
412,TTO,1961,584961208.656595
413,TUN,1961,
414,TUR,1961,7988888888.88889
415,TUV,1961,
416,TZA,1961,
417,UGA,1961,441524109.014675
418,UKR,1961,
419,URY,1961,1600000000.0
420,USA,1961,563300000000.0
421,UZB,1961,
422,VCT,1961,13999965.0000875
423,VEN,1961,8067267030.61863
424,VGB,1961,
425,VIR,1961,
426,VNM,1961,
427,VUT,1961,
428,WSM,1961,
429,KSO,1961,
430,YEM,1961,
431,ZAF,1961,9225996309.60148
432,ZMB,1961,696285714.285714
433,ZWE,1961,1096646600.0
434,ABW,1962,
435,AFG,1962,546666677.777778
436,AGO,1962,
437,ALB,1962,
438,AND,1962,
439,ARE,1962,
440,ARG,1962,
441,ARM,1962,
442,ASM,1962,
443,ATG,1962,
444,AUS,1962,19922563187.6101
445,AUT,1962,7756110210.11966
446,AZE,1962,
447,BDI,1962,213500006.0
448,BEL,1962,13264015675.3193
449,BEN,1962,236434954.038578
450,BFA,1962,379567099.249422
451,BGD,1962,5081413541.66667
452,BGR,1962,
453,BHR,1962,
454,BHS,1962,212254901.960784
455,BIH,1962,
456,BLR,1962,
457,BLZ,1962,31857591.8575919
458,BMU,1962,94149984.3083359
459,BOL,1962,443916666.666667
460,BRA,1962,
461,BRB,1962,
462,BRN,1962,
463,BTN,1962,
464,BWA,1962,35644956.6430429
465,CAF,1962,124482773.83306
466,CAN,1962,42227447631.9159
467,CHE,1962,11879982758.5619
468,,1962,
469,CHL,1962,5631285444.2344
470,CHN,1962,47209186415.3555
471,CIV,1962,645284474.559229
472,CMR,1962,694247864.3789
473,COD,1962,
474,COG,1962,166521239.650243
475,COL,1962,4955538218.81618
476,COM,1962,
477,CPV,1962,
478,CRI,1962,479180824.348506
479,CUB,1962,
480,CUW,1962,
481,CYM,1962,
482,CYP,1962,
483,CZE,1962,
484,DEU,1962,
485,DJI,1962,
486,DMA,1962,
487,DNK,1962,
488,DOM,1962,824100000.0
489,DZA,1962,2001444543.91885
490,ECU,1962,1518207703.89016
491,EGY,1962,
492,ERI,1962,
493,ESP,1962,16138545209.246
494,EST,1962,
495,ETH,1962,
496,FIN,1962,6340580854.39073
497,FJI,1962,122906434.957814
498,FRA,1962,75607529809.9288
499,FRO,1962,
500,FSM,1962,
501,GAB,1962,182796536.266025
502,GBR,1962,81247564156.8246
503,GEO,1962,
504,GHA,1962,1390140845.07042
505,GIB,1962,
506,GIN,1962,
507,GMB,1962,
508,GNB,1962,
509,GNQ,1962,9122751.45318345
510,GRC,1962,5213047711.42704
511,GRD,1962,
512,GRL,1962,
513,GTM,1962,1143600000.0
514,GUM,1962,
515,GUY,1962,194949512.626218
516,,1962,1612346412.26475
517,HND,1962,387750000.0
518,HRV,1962,
519,HTI,1962,281896799.774483
520,HUN,1962,
521,IDN,1962,
522,IMN,1962,
523,IND,1962,42161481858.0819
524,IRL,1962,2260349684.08625
525,IRN,1962,4693566416.48346
526,IRQ,1962,1954399498.2402
527,ISL,1962,284916516.159537
528,ISR,1962,2510000000.0
529,ITA,1962,50383891898.9911
530,JAM,1962,777727688.908924
531,JOR,1962,
532,JPN,1962,60723018683.7333
533,KAZ,1962,
534,KEN,1962,868111400.75544
535,KGZ,1962,
536,KHM,1962,660000008.571429
537,KIR,1962,
538,KNA,1962,12541635.3125784
539,KOR,1962,2814615384.61538
540,KWT,1962,
541,LAO,1962,
542,LBN,1962,
543,LBR,1962,
544,LBY,1962,
545,LCA,1962,
546,LIE,1962,
547,LKA,1962,1434156378.60082
548,LSO,1962,41859983.2560067
549,LTU,1962,
550,LUX,1962,741509480.796284
551,LVA,1962,
552,,1962,
553,MAF,1962,
554,MAR,1962,2379611124.61442
555,MCO,1962,
556,MDA,1962,
557,MDG,1962,739286907.592778
558,MDV,1962,
559,MEX,1962,15200000000.0
560,MHL,1962,
561,MKD,1962,
562,MLI,1962,
563,MLT,1962,
564,MMR,1962,634528851.479189
565,MNE,1962,
566,MNG,1962,
567,MNP,1962,
568,MOZ,1962,
569,MRT,1962,164271557.562086
570,MUS,1962,
571,MWI,1962,
572,MYS,1962,2001489602.18475
573,NAM,1962,
574,NCL,1962,
575,NER,1962,531736599.250464
576,NGA,1962,4909399176.24033
577,NIC,1962,
578,NLD,1962,14647057370.1418
579,NOR,1962,6066976682.67364
580,NPL,1962,574091100.695641
581,NRU,1962,
582,NZL,1962,6077496267.76294
583,OMN,1962,
584,PAK,1962,4310163796.72407
585,PAN,1962,652120900.0
586,PER,1962,
587,PHL,1962,4954593071.82796
588,PLW,1962,
589,PNG,1962,261184041.789447
590,POL,1962,
591,PRI,1962,2094400000.0
592,PRK,1962,
593,PRT,1962,3668222357.65702
594,PRY,1962,
595,PSE,1962,
596,PYF,1962,
597,QAT,1962,
598,ROU,1962,
599,RUS,1962,
600,RWA,1962,125000008.0
601,SAU,1962,
602,SDN,1962,1329022988.50575
603,SEN,1962,1085475790.59112
604,SGP,1962,826239211.817511
605,SLB,1962,
606,SLE,1962,342872712.418301
607,SLV,1962,
608,SMR,1962,
609,SOM,1962,203531927.547229
610,SRB,1962,
611,SSD,1962,
612,STP,1962,
613,SUR,1962,116150000.0
614,SVK,1962,
615,SVN,1962,
616,SWE,1962,18667251380.0746
617,SWZ,1962,45927961.6288154
618,SXM,1962,
619,SYC,1962,12642025.9161531
620,SYR,1962,1110565880.75881
621,TCA,1962,
622,TCD,1962,357635713.41932
623,TGO,1962,132237468.076856
624,THA,1962,3308912796.93487
625,TJK,1962,
626,TKM,1962,
627,TLS,1962,
628,TON,1962,
629,TTO,1962,619319197.340022
630,TUN,1962,
631,TUR,1962,8922222222.22222
632,TUV,1962,
633,TZA,1962,
634,UGA,1962,449012578.616352
635,UKR,1962,
636,URY,1962,1763636363.63636
637,USA,1962,605100000000.0
638,UZB,1962,
639,VCT,1962,14524963.6875908
640,VEN,1962,8814309884.21165
641,VGB,1962,
642,VIR,1962,
643,VNM,1962,
644,VUT,1962,
645,WSM,1962,
646,KSO,1962,
647,YEM,1962,
648,ZAF,1962,9813996074.40157
649,ZMB,1962,693142857.142857
650,ZWE,1962,1117601600.0
651,ABW,1963,
652,AFG,1963,751111191.111111
653,AGO,1963,
654,ALB,1963,
655,AND,1963,
656,ARE,1963,
657,ARG,1963,
658,ARM,1963,
659,ASM,1963,
660,ATG,1963,
661,AUS,1963,21539843446.375
662,AUT,1963,8374175257.73075
663,AZE,1963,
664,BDI,1963,232749998.0
665,BEL,1963,14260017387.0492
666,BEN,1963,253927697.25805
667,BFA,1963,394040667.106335
668,BGD,1963,5319458562.5
669,BGR,1963,
670,BHR,1963,
671,BHS,1963,237745098.039216
672,BIH,1963,
673,BLR,1963,
674,BLZ,1963,33750113.7501138
675,BMU,1963,96366650.6055582
676,BOL,1963,478000000.0
677,BRA,1963,
678,BRB,1963,
679,BRN,1963,
680,BTN,1963,
681,BWA,1963,38091842.8546863
682,CAF,1963,129379123.76305
683,CAN,1963,45029988561.2124
684,CHE,1963,13063643795.7884
685,,1963,
686,CHL,1963,5591307028.36005
687,CHN,1963,50706614526.1472
688,CIV,1963,761047198.973677
689,CMR,1963,718320845.044338
690,COD,1963,
691,COG,1963,172233430.657858
692,COL,1963,4836166666.66667
693,COM,1963,
694,CPV,1963,
695,CRI,1963,511902136.809973
696,CUB,1963,
697,CUW,1963,
698,CYM,1963,
699,CYP,1963,
700,CZE,1963,
701,DEU,1963,
702,DJI,1963,
703,DMA,1963,
704,DNK,1963,
705,DOM,1963,940799900.0
706,DZA,1963,2702982017.63803
707,ECU,1963,1824343870.41393
708,EGY,1963,
709,ERI,1963,
710,ESP,1963,19074913947.7196
711,EST,1963,
712,ETH,1963,
713,FIN,1963,6885920328.66187
714,FJI,1963,129454728.623599
715,FRA,1963,84759195105.8693
716,FRO,1963,
717,FSM,1963,
718,GAB,1963,154480244.055222
719,GBR,1963,86561961812.3249
720,GEO,1963,
721,GHA,1963,1549295774.64789
722,GIB,1963,
723,GIN,1963,
724,GMB,1963,
725,GNB,1963,
726,GNQ,1963,10840095.1283649
727,GRC,1963,5895278024.09202
728,GRD,1963,
729,GRL,1963,
730,GTM,1963,1262800000.0
731,GUM,1963,
732,GUY,1963,175757893.938598
733,,1963,1935298266.45384
734,HND,1963,410200000.0
735,HRV,1963,
736,HTI,1963,294883399.764093
737,HUN,1963,
738,IDN,1963,
739,IMN,1963,
740,IND,1963,48421923459.1235
741,IRL,1963,2430843768.44553
742,IRN,1963,4928628018.38759
743,IRQ,1963,1978199488.7202
744,ISL,1963,340061650.119898
745,ISR,1963,2992333333.33333
746,ITA,1963,57710743059.8341
747,JAM,1963,826706669.317332
748,JOR,1963,
749,JPN,1963,69498131797.3333
750,KAZ,1963,
751,KEN,1963,926589349.36426
752,KGZ,1963,
753,KHM,1963,728571437.142857
754,KIR,1963,
755,KNA,1963,12833301.2500802
756,KOR,1963,3988461538.46154
757,KWT,1963,
758,LAO,1963,
759,LBN,1963,
760,LBR,1963,
761,LBY,1963,
762,LCA,1963,
763,LIE,1963,
764,LKA,1963,1240672268.90756
765,LSO,1963,47039981.1840075
766,LTU,1963,
767,LUX,1963,791140595.772755
768,LVA,1963,
769,,1963,
770,MAF,1963,
771,MAR,1963,2657252578.30763
772,MCO,1963,
773,MDA,1963,
774,MDG,1963,759345863.732667
775,MDV,1963,
776,MEX,1963,16960000000.0
777,MHL,1963,
778,MKD,1963,
779,MLI,1963,
780,MLT,1963,
781,MMR,1963,598998434.722941
782,MNE,1963,
783,MNG,1963,
784,MNP,1963,
785,MOZ,1963,
786,MRT,1963,168186297.204107
787,MUS,1963,
788,MWI,1963,
789,MYS,1963,2510110348.16184
790,NAM,1963,
791,NCL,1963,
792,NER,1963,586294878.744643
793,NGA,1963,5165590253.7639
794,NIC,1963,
795,NLD,1963,15891241386.291
796,NOR,1963,6510239502.76489
797,NPL,1963,496947904.443033
798,NRU,1963,
799,NZL,1963,6638937283.13963
800,OMN,1963,
801,PAK,1963,4630827383.45233
802,PAN,1963,722784500.0
803,PER,1963,
804,PHL,1963,5505023238.40669
805,PLW,1963,
806,PNG,1963,275968044.154887
807,POL,1963,
808,PRI,1963,2333600000.0
809,PRK,1963,
810,PRT,1963,3905734459.72693
811,PRY,1963,
812,PSE,1963,
813,PYF,1963,
814,QAT,1963,
815,ROU,1963,
816,RUS,1963,
817,RWA,1963,128000000.0
818,SAU,1963,
819,SDN,1963,1352011494.25287
820,SEN,1963,1122139861.67805
821,SGP,1963,917608012.491752
822,SLB,1963,
823,SLE,1963,348700653.594771
824,SLV,1963,
825,SMR,1963,
826,SOM,1963,216145935.941626
827,SRB,1963,
828,SSD,1963,
829,STP,1963,
830,SUR,1963,125950000.0
831,SVK,1963,
832,SVN,1963,
833,SWE,1963,20204870629.7441
834,SWZ,1963,54129438.3482247
835,SXM,1963,
836,SYC,1963,13923028.5422085
837,SYR,1963,1200447408.37696
838,TCA,1963,
839,TCD,1963,371767002.194886
840,TGO,1963,143255813.159996
841,THA,1963,3540403456.55305
842,TJK,1963,
843,TKM,1963,
844,TLS,1963,
845,TON,1963,
846,TTO,1963,678235373.038558
847,TUN,1963,
848,TUR,1963,10355555555.5556
849,TUV,1963,
850,TZA,1963,
851,UGA,1963,516147798.742138
852,UKR,1963,
853,URY,1963,1553333333.33333
854,USA,1963,638600000000.0
855,UZB,1963,
856,VCT,1963,13708299.0625857
857,VEN,1963,9608717288.17057
858,VGB,1963,
859,VIR,1963,
860,VNM,1963,
861,VUT,1963,
862,WSM,1963,
863,KSO,1963,
864,YEM,1963,
865,ZAF,1963,10854195658.3217
866,ZMB,1963,718714285.714286
867,ZWE,1963,1159511700.0
868,ABW,1964,
869,AFG,1964,800000044.444444
870,AGO,1964,
871,ALB,1964,
872,AND,1964,
873,ARE,1964,
874,ARG,1964,
875,ARM,1964,
876,ASM,1964,
877,ATG,1964,
878,AUS,1964,23801123808.1798
879,AUT,1964,9169983885.71185
880,AZE,1964,
881,BDI,1964,260750008.0
882,BEL,1964,15960106680.6732
883,BEN,1964,269819005.87814
884,BFA,1964,410321644.964911
885,BGD,1964,5386054833.33333
886,BGR,1964,
887,BHR,1964,
888,BHS,1964,266666666.666667
889,BIH,1964,
890,BLR,1964,
891,BLZ,1964,36194586.1945862
892,BMU,1964,107566648.738892
893,BOL,1964,538583333.333333
894,BRA,1964,
895,BRB,1964,
896,BRN,1964,
897,BTN,1964,
898,BWA,1964,41616347.7906865
899,CAF,1964,142025078.735754
900,CAN,1964,49377522896.703
901,CHE,1964,14480556571.5476
902,,1964,
903,CHL,1964,5964195925.4443
904,CHN,1964,59708125203.8643
905,CIV,1964,921063326.292797
906,CMR,1964,776650176.904453
907,COD,1964,
908,COG,1964,185693724.905233
909,COL,1964,5973366666.66667
910,COM,1964,
911,CPV,1964,
912,CRI,1964,542578367.242598
913,CUB,1964,
914,CUW,1964,
915,CYM,1964,
916,CYP,1964,
917,CZE,1964,
918,DEU,1964,
919,DJI,1964,
920,DMA,1964,
921,DNK,1964,
922,DOM,1964,1025599900.0
923,DZA,1964,2909316435.2874
924,ECU,1964,2244146103.18342
925,EGY,1964,
926,ERI,1964,
927,ESP,1964,21343844643.7341
928,EST,1964,
929,ETH,1964,
930,FIN,1964,7766655085.78588
931,FJI,1964,140032741.468329
932,FRA,1964,94007851047.3678
933,FRO,1964,
934,FSM,1964,
935,GAB,1964,215679855.342091
936,GBR,1964,94407558351.1616
937,GEO,1964,
938,GHA,1964,1740845070.42254
939,GIB,1964,
940,GIN,1964,
941,GMB,1964,
942,GNB,1964,
943,GNQ,1964,12712471.3960211
944,GRC,1964,6669673257.1183
945,GRD,1964,
946,GRL,1964,
947,GTM,1964,1299099900.0
948,GUM,1964,
949,GUY,1964,194774513.063717
950,,1964,2206466461.26434
951,HND,1964,457000000.0
952,HRV,1964,
953,HTI,1964,325281199.739775
954,HUN,1964,
955,IDN,1964,
956,IMN,1964,
957,IND,1964,56480289940.9899
958,IRL,1964,2766608945.87402
959,IRN,1964,5379845647.70139
960,IRQ,1964,2340239343.90426
961,ISL,1964,434267936.914583
962,ISR,1964,3405333333.33333
963,ITA,1964,63175417019.0094
964,JAM,1964,897949000.8204
965,JOR,1964,
966,JPN,1964,81749006381.5111
967,KAZ,1964,
968,KEN,1964,998759334.496266
969,KGZ,1964,
970,KHM,1964,782857128.571429
971,KIR,1964,
972,KNA,1964,13416633.1250839
973,KOR,1964,3459019942.79079
974,KWT,1964,
975,LAO,1964,
976,LBN,1964,
977,LBR,1964,
978,LBY,1964,
979,LCA,1964,
980,LIE,1964,
981,LKA,1964,1309747899.15966
982,LSO,1964,51939979.2240083
983,LTU,1964,
984,LUX,1964,903158753.943622
985,LVA,1964,
986,,1964,
987,MAF,1964,
988,MAR,1964,2798345298.57781
989,MCO,1964,
990,MDA,1964,
991,MDG,1964,802482183.728778
992,MDV,1964,
993,MEX,1964,20080000000.0
994,MHL,1964,
995,MKD,1964,
996,MLI,1964,
997,MLT,1964,
998,MMR,1964,411419905.846621
999,MNE,1964,
1000,MNG,1964,
1001,MNP,1964,
1002,MOZ,1964,
1003,MRT,1964,224495743.784017
1004,MUS,1964,
1005,MWI,1964,
1006,MYS,1964,2674423922.48842
1007,NAM,1964,
1008,NCL,1964,
1009,NER,1964,582816396.404409
1010,NGA,1964,5552931318.82747
1011,NIC,1964,
1012,NLD,1964,18699380731.3465
1013,NOR,1964,7159202706.48027
1014,NPL,1964,496098775.308642
1015,NRU,1964,
1016,NZL,1964,7274144350.81809
1017,OMN,1964,
1018,PAK,1964,5204955900.88198
1019,PAN,1964,776137500.0
1020,PER,1964,
1021,PHL,1964,5953756194.80988
1022,PLW,1964,
1023,PNG,1964,305312048.849928
1024,POL,1964,
1025,PRI,1964,2570500000.0
1026,PRK,1964,
1027,PRT,1964,4235608177.67102
1028,PRY,1964,
1029,PSE,1964,
1030,PYF,1964,
1031,QAT,1964,
1032,ROU,1964,
1033,RUS,1964,
1034,RWA,1964,129999994.0
1035,SAU,1964,
1036,SDN,1964,1389080459.77011
1037,SEN,1964,1188930645.34423
1038,SGP,1964,894153311.424857
1039,SLB,1964,
1040,SLE,1964,372012091.503268
1041,SLV,1964,
1042,SMR,1964,
1043,SOM,1964,229529912.668035
1044,SRB,1964,
1045,SSD,1964,
1046,STP,1964,
1047,SUR,1964,134400000.0
1048,SVK,1964,
1049,SVN,1964,
1050,SWE,1964,22532416750.0125
1051,SWZ,1964,64980554.0077784
1052,SXM,1964,
1053,SYC,1964,15393031.5557147
1054,SYR,1964,1339494267.01571
1055,TCA,1964,
1056,TCD,1964,392247517.728482
1057,TGO,1964,166104078.476452
1058,THA,1964,3889129942.30769
1059,TJK,1964,
1060,TKM,1964,
1061,TLS,1964,
1062,TON,1964,
1063,TTO,1964,711893367.55527
1064,TUN,1964,
1065,TUR,1964,11177777777.7778
1066,TUV,1964,
1067,TZA,1964,
1068,UGA,1964,589056603.773585
1069,UKR,1964,
1070,URY,1964,1970588235.29412
1071,USA,1964,685800000000.0
1072,UZB,1964,
1073,VCT,1964,14758296.4375922
1074,VEN,1964,8192413793.10345
1075,VGB,1964,
1076,VIR,1964,
1077,VNM,1964,
1078,VUT,1964,
1079,WSM,1964,
1080,KSO,1964,
1081,YEM,1964,
1082,ZAF,1964,11955995217.6019
1083,ZMB,1964,839428571.428571
