,GID_0,year,gdp_usd
2282,LIE,1970,90099360.8433666
2283,LKA,1970,2296470588.23529
2284,LSO,1970,68739972.504011
2285,LTU,1970,
2286,LUX,1970,1457768455.02219
2287,LVA,1970,
2288,,1970,
2289,MAF,1970,
2290,MAR,1970,3956336244.11865
2291,MCO,1970,293127333.238065
2292,MDA,1970,
2293,MDG,1970,1111859570.88252
2294,MDV,1970,
2295,MEX,1970,35520000000.0
2296,MHL,1970,
2297,MKD,1970,
2298,MLI,1970,359772315.102198
2299,MLT,1970,250721821.553678
2300,MMR,1970,563555620.452352
2301,MNE,1970,
2302,MNG,1970,
2303,MNP,1970,
2304,MOZ,1970,
2305,MRT,1970,309405316.058687
2306,MUS,1970,
2307,MWI,1970,
2308,MYS,1970,3864145667.41365
2309,NAM,1970,
2310,NCL,1970,358815684.071892
2311,NER,1970,649916621.242978
2312,NGA,1970,12546094981.562
2313,NIC,1970,
2314,NLD,1970,38164716625.0685
2315,NOR,1970,12814123115.2613
2316,NPL,1970,865975307.776
2317,NRU,1970,
2318,NZL,1970,
2319,OMN,1970,256319794.944164
2320,PAK,1970,10027509449.811
2321,PAN,1970,1351006400.0
2322,PER,1970,
2323,PHL,1970,7559115516.69532
2324,PLW,1970,
2325,PNG,1970,645568215.290914
2326,POL,1970,
2327,PRI,1970,5034700000.0
2328,PRK,1970,
2329,PRT,1970,8108235704.32357
2330,PRY,1970,594611111.111111
2331,PSE,1970,
2332,PYF,1970,254036000.752587
2333,QAT,1970,301791301.791302
2334,ROU,1970,
2335,RUS,1970,
2336,RWA,1970,219900006.0
2337,SAU,1970,5377268848.52944
2338,SDN,1970,2101436781.6092
2339,SEN,1970,1297407654.92832
2340,SGP,1970,1920574150.17542
2341,SLB,1970,
2342,SLE,1970,434584033.613445
2343,SLV,1970,1132920000.0
2344,SMR,1970,
2345,SOM,1970,322600009.142857
2346,SRB,1970,
2347,SSD,1970,
2348,STP,1970,
2349,SUR,1970,274900000.0
2350,SVK,1970,
2351,SVN,1970,
2352,SWE,1970,38092452060.6201
2353,SWZ,1970,112139955.144018
2354,SXM,1970,
2355,SYC,1970,18432031.7030945
2356,SYR,1970,1780104712.04188
2357,TCA,1970,
2358,TCD,1970,469266736.650677
2359,TGO,1970,253976592.168706
2360,THA,1970,7086538437.5
2361,TJK,1970,
2362,TKM,1970,
2363,TLS,1970,
2364,TON,1970,
2365,TTO,1970,821850000.0
2366,TUN,1970,1439238095.2381
2367,TUR,1970,17863636363.6364
2368,TUV,1970,
2369,TZA,1970,
2370,UGA,1970,1259554808.90382
2371,UKR,1970,
2372,URY,1970,2137096774.19355
2373,USA,1970,1073303000000.0
2374,UZB,1970,
2375,VCT,1970,18450000.0
2376,VEN,1970,11561111111.1111
2377,VGB,1970,
2378,VIR,1970,
2379,VNM,1970,
2380,VUT,1970,
2381,WSM,1970,
2382,KSO,1970,
2383,YEM,1970,
2384,ZAF,1970,21218391512.6434
2385,ZMB,1970,1825285714.28571
2386,ZWE,1970,1884206300.0
2387,ABW,1971,
2388,AFG,1971,1831108971.11111
2389,AGO,1971,
2390,ALB,1971,
2391,AND,1971,89406608.1458151
2392,ARE,1971,
2393,ARG,1971,
2394,ARM,1971,
2395,ASM,1971,
2396,ATG,1971,
2397,AUS,1971,45216647234.6636
2398,AUT,1971,17858486066.7474
2399,AZE,1971,
2400,BDI,1971,252842285.714286
2401,BEL,1971,29821661869.912
2402,BEN,1971,335073027.54117
2403,BFA,1971,482411179.121178
2404,BGD,1971,8751843187.5
2405,BGR,1971,
2406,BHR,1971,
2407,BHS,1971,573400000.0
2408,BIH,1971,
2409,BLR,1971,
2410,BLZ,1971,59074687.1961851
2411,BMU,1971,211100000.0
2412,BOL,1971,1084666666.66667
2413,BRA,1971,
2414,BRB,1971,
2415,BRN,1971,197525767.791735
2416,BTN,1971,
2417,BWA,1971,127448613.505061
2418,CAF,1971,201450799.82635
2419,CAN,1971,99606454743.5136
2420,CHE,1971,
2421,,1971,
2422,CHL,1971,10876091407.9777
2423,CHN,1971,99800593790.9886
2424,CIV,1971,1584128511.27902
2425,CMR,1971,1236941394.11447
2426,COD,1971,
2427,COG,1971,322128018.955444
2428,COL,1971,7820380970.53674
2429,COM,1971,
2430,CPV,1971,
2431,CRI,1971,1077147537.52472
2432,CUB,1971,6914658400.0
2433,CUW,1971,
2434,CYM,1971,
2435,CYP,1971,
2436,CZE,1971,
2437,DEU,1971,249985055484.303
2438,DJI,1971,
2439,DMA,1971,
2440,DNK,1971,19085731252.4407
2441,DOM,1971,1666500000.0
2442,DZA,1971,5077183093.88968
2443,ECU,1971,2754219271.03082
2444,EGY,1971,8609283346.08518
2445,ERI,1971,
2446,ESP,1971,46619420359.2814
2447,EST,1971,
2448,ETH,1971,
2449,FIN,1971,12527405512.9298
2450,FJI,1971,247749327.721267
2451,FRA,1971,165966615366.402
2452,FRO,1971,99219082.8537991
2453,FSM,1971,
2454,GAB,1971,381687072.622379
2455,GBR,1971,148113896325.14
2456,GEO,1971,
2457,GHA,1971,2427184466.01942
2458,GIB,1971,
2459,GIN,1971,
2460,GMB,1971,55728663.222684
2461,GNB,1971,78540057.1372471
2462,GNQ,1971,64946954.756798
2463,GRC,1971,14591750000.0
2464,GRD,1971,
2465,GRL,1971,88466738.2497268
2466,GTM,1971,1984800000.0
2467,GUM,1971,
2468,GUY,1971,282050000.0
2469,,1971,4476001946.01486
2470,HND,1971,731000000.0
2471,HRV,1971,
2472,HTI,1971,362799999.70976
2473,HUN,1971,
2474,IDN,1971,9333536369.94567
2475,IMN,1971,
2476,IND,1971,67351404351.833
2477,IRL,1971,5098250287.46646
2478,IRN,1971,13731802833.0363
2479,IRQ,1971,3865346534.65347
2480,ISL,1971,670251136.363636
2481,ISR,1971,
2482,ITA,1971,124672365792.759
2483,JAM,1971,1539861815.89381
2484,JOR,1971,678159728.736109
2485,JPN,1971,245364056622.363
2486,KAZ,1971,
2487,KEN,1971,1778391288.64348
2488,KGZ,1971,
2489,KHM,1971,969911421.39418
2490,KIR,1971,15278632.4786325
2491,KNA,1971,19624746.4503043
2492,KOR,1971,9903571248.53268
2493,KWT,1971,3880392195.40688
2494,LAO,1971,
2495,LBN,1971,
2496,LBR,1971,
2497,LBY,1971,
2498,LCA,1971,
2499,LIE,1971,104889795.333846
2500,LKA,1971,2369308600.33727
2501,LSO,1971,76480285.0044113
2502,LTU,1971,
2503,LUX,1971,1518773421.37846
2504,LVA,1971,
2505,,1971,
2506,MAF,1971,
2507,MAR,1971,4356669034.34266
2508,MCO,1971,327706210.435217
2509,MDA,1971,
2510,MDG,1971,1199507631.07603
2511,MDV,1971,
2512,MEX,1971,39200000000.0
2513,MHL,1971,
2514,MKD,1971,
2515,MLI,1971,395218628.920694
2516,MLT,1971,264579879.784878
2517,MMR,1971,587448416.509217
2518,MNE,1971,
2519,MNG,1971,
2520,MNP,1971,
2521,MOZ,1971,
2522,MRT,1971,335568907.088021
2523,MUS,1971,
2524,MWI,1971,
2525,MYS,1971,4244395955.78358
2526,NAM,1971,
2527,NCL,1971,413985778.589656
2528,NER,1971,693573703.630273
2529,NGA,1971,9181769911.50443
2530,NIC,1971,
2531,NLD,1971,44579122807.0175
2532,NOR,1971,14583114840.0629
2533,NPL,1971,882765470.722173
2534,NRU,1971,
2535,NZL,1971,7911136757.06867
2536,OMN,1971,301010587.102984
2537,PAK,1971,10665896682.0664
2538,PAN,1971,1523917200.0
2539,PER,1971,
2540,PHL,1971,8375075629.8327
2541,PLW,1971,
2542,PNG,1971,717750278.105664
2543,POL,1971,
2544,PRI,1971,5646800000.0
2545,PRK,1971,
2546,PRT,1971,9201604240.28269
2547,PRY,1971,664571428.571429
2548,PSE,1971,
2549,PYF,1971,296865513.746817
2550,QAT,1971,387703105.521252
2551,ROU,1971,
2552,RUS,1971,
2553,RWA,1971,222952504.40607
2554,SAU,1971,7184816838.17317
2555,SDN,1971,2289655172.41379
2556,SEN,1971,1339549032.83782
2557,SGP,1971,2263785443.61688
2558,SLB,1971,50056882.8213879
2559,SLE,1971,419495908.543923
2560,SLV,1971,1186120000.0
2561,SMR,1971,
2562,SOM,1971,331104692.982788
2563,SRB,1971,
2564,SSD,1971,
2565,STP,1971,
2566,SUR,1971,301000000.0
2567,SVK,1971,
2568,SVN,1971,
2569,SWE,1971,41566412922.6087
2570,SWZ,1971,136462080.739132
2571,SXM,1971,
2572,SYC,1971,21965950.7711142
2573,SYR,1971,2097643979.05759
2574,TCA,1971,
2575,TCD,1971,501866730.148987
2576,TGO,1971,286537569.73638
2577,THA,1971,7375000024.03846
2578,TJK,1971,
2579,TKM,1971,
2580,TLS,1971,
2581,TON,1971,
2582,TTO,1971,896754316.674262
2583,TUN,1971,1685162272.40652
2584,TUR,1971,16166666666.6667
2585,TUV,1971,
2586,TZA,1971,
2587,UGA,1971,1417191656.16688
2588,UKR,1971,
2589,URY,1971,2807258064.51613
2590,USA,1971,1164850000000.0
2591,UZB,1971,
2592,VCT,1971,20051922.3261445
2593,VEN,1971,12986590909.0909
2594,VGB,1971,
2595,VIR,1971,
2596,VNM,1971,
2597,VUT,1971,
2598,WSM,1971,
2599,KSO,1971,
2600,YEM,1971,
2601,ZAF,1971,23411076638.279
2602,ZMB,1971,1687000000.0
2603,ZWE,1971,2178716300.0
2604,ABW,1972,
2605,AFG,1972,1595555475.55556
2606,AGO,1972,
2607,ALB,1972,
2608,AND,1972,113414397.365635
2609,ARE,1972,
2610,ARG,1972,
2611,ARM,1972,
2612,ASM,1972,
2613,ATG,1972,
2614,AUS,1972,52040887850.4673
2615,AUT,1972,22059612476.9332
2616,AZE,1972,
2617,BDI,1972,246804571.428571
2618,BEL,1972,37209418018.5134
2619,BEN,1972,410331856.991218
2620,BFA,1972,578595521.990135
2621,BGD,1972,6288245866.66667
2622,BGR,1972,
2623,BHR,1972,
2624,BHS,1972,590900000.0
2625,BIH,1972,
2626,BLR,1972,
2627,BLZ,1972,65998069.3847631
2628,BMU,1972,235400000.0
2629,BOL,1972,1286153846.15385
2630,BRA,1972,
2631,BRB,1972,
2632,BRN,1972,270822782.026674
2633,BTN,1972,
2634,BWA,1972,164460914.977201
2635,CAF,1972,230317883.36443
2636,CAN,1972,113463848873.624
2637,CHE,1972,
2638,,1972,
2639,CHL,1972,11833904487.641
2640,CHN,1972,113689308020.343
2641,CIV,1972,1849400398.25228
2642,CMR,1972,1498251889.66287
2643,COD,1972,
2644,COG,1972,410669263.651798
2645,COL,1972,8671358732.68486
2646,COM,1972,
2647,CPV,1972,
2648,CRI,1972,1238251695.55388
2649,CUB,1972,8135150891.92025
2650,CUW,1972,
2651,CYM,1972,
2652,CYP,1972,
2653,CZE,1972,
2654,DEU,1972,299801542047.476
2655,DJI,1972,
2656,DMA,1972,
2657,DNK,1972,23232379951.9376
2658,DOM,1972,1987400000.0
2659,DZA,1972,6766743956.88889
2660,ECU,1972,3185986087.33583
2661,EGY,1972,9299638055.84281
2662,ERI,1972,
2663,ESP,1972,59132415221.3306
2664,EST,1972,
2665,ETH,1972,
2666,FIN,1972,14743186119.8738
2667,FJI,1972,316656648.698957
2668,FRA,1972,203494148244.473
2669,FRO,1972,119335897.815202
2670,FSM,1972,
2671,GAB,1972,430508358.514204
2672,GBR,1972,169965034965.035
2673,GEO,1972,
2674,GHA,1972,2116541353.38346
2675,GIB,1972,
2676,GIN,1972,
2677,GMB,1972,59160569.4804413
2678,GNB,1972,87702828.5651641
2679,GNQ,1972,65429198.238708
2680,GRC,1972,16885511363.6364
2681,GRD,1972,
2682,GRL,1972,106101297.801272
2683,GTM,1972,2101300000.0
2684,GUM,1972,
2685,GUY,1972,285380952.380952
2686,,1972,5710090213.15035
2687,HND,1972,802996336.516486
2688,HRV,1972,
2689,HTI,1972,371998971.855067
2690,HUN,1972,
2691,IDN,1972,10997590361.4458
2692,IMN,1972,
2693,IND,1972,71463193831.0092
2694,IRL,1972,6318060582.21873
2695,IRN,1972,17153463263.1086
2696,IRQ,1972,4113848002.40312
2697,ISL,1972,839652164.06073
2698,ISR,1972,
2699,ITA,1972,145260039840.637
2700,JAM,1972,1875146587.4443
2701,JOR,1972,788479684.608126
2702,JPN,1972,324933841268.585
2703,KAZ,1972,
2704,KEN,1972,2107279157.08834
2705,KGZ,1972,
2706,KHM,1972,505549441.375077
2707,KIR,1972,18936526.9461078
2708,KNA,1972,22944849.1155047
2709,KOR,1972,10862211760.8252
2710,KWT,1972,4450537925.33189
2711,LAO,1972,
2712,LBN,1972,
2713,LBR,1972,
2714,LBY,1972,
2715,LCA,1972,
2716,LIE,1972,124940289.32382
2717,LKA,1972,2553936348.40871
2718,LSO,1972,80913200.4292822
2719,LTU,1972,
2720,LUX,1972,1901697369.62698
2721,LVA,1972,
2722,,1972,
2723,MAF,1972,
2724,MAR,1972,5074117544.77482
2725,MCO,1972,402451900.821288
2726,MDA,1972,
2727,MDG,1972,1341590690.41365
2728,MDV,1972,
2729,MEX,1972,45200000000.0
2730,MHL,1972,
2731,MKD,1972,
2732,MLI,1972,486617280.255549
2733,MLT,1972,295118249.324933
2734,MMR,1972,662213096.310118
2735,MNE,1972,
2736,MNG,1972,
2737,MNP,1972,
2738,MOZ,1972,
2739,MRT,1972,391669449.251139
2740,MUS,1972,
2741,MWI,1972,
2742,MYS,1972,5043347250.41815
2743,NAM,1972,
2744,NCL,1972,506808996.694661
2745,NER,1972,742779660.818693
2746,NGA,1972,12274416017.7976
2747,NIC,1972,
2748,NLD,1972,54706557264.4878
2749,NOR,1972,17358610849.701
2750,NPL,1972,1024098397.79931
2751,NRU,1972,
2752,NZL,1972,9567331064.65727
2753,OMN,1972,366883548.347591
2754,PAK,1972,9415016359.56604
2755,PAN,1972,1673411700.0
2756,PER,1972,
2757,PHL,1972,9067815521.3262
2758,PLW,1972,
2759,PNG,1972,858761926.08968
2760,POL,1972,
2761,PRI,1972,6328900000.0
2762,PRK,1972,
2763,PRT,1972,11239117865.0852
2764,PRY,1972,769039682.539683
2765,PSE,1972,
2766,PYF,1972,326433558.076079
2767,QAT,1972,510262500.1767
2768,ROU,1972,
2769,RUS,1972,
2770,RWA,1972,246457838.336681
2771,SAU,1972,9664177516.69125
2772,SDN,1972,2484482758.62069
2773,SEN,1972,1620857103.53492
2774,SGP,1972,2721440980.75851
2775,SLB,1972,40606712.050639
2776,SLE,1972,465254431.96005
2777,SLV,1972,1263720000.0
2778,SMR,1972,
2779,SOM,1972,416940943.607743
2780,SRB,1972,
2781,SSD,1972,
2782,STP,1972,
2783,SUR,1972,311950000.0
2784,SVK,1972,
2785,SVN,1972,
2786,SWE,1972,48954145808.8359
2787,SWZ,1972,146736479.235097
2788,SXM,1972,
2789,SYC,1972,30645122.9204727
2790,SYR,1972,2415706806.28272
2791,TCA,1972,
2792,TCD,1972,585427546.798272
2793,TGO,1972,335677600.932218
2794,THA,1972,8177873151.04224
2795,TJK,1972,
2796,TKM,1972,
2797,TLS,1972,
2798,TON,1972,
2799,TTO,1972,1083381044.08473
2800,TUN,1972,2237556148.51085
2801,TUR,1972,20650000000.0
2802,TUV,1972,
2803,TZA,1972,
2804,UGA,1972,1490970180.59639
2805,UKR,1972,
2806,URY,1972,2188700564.97175
2807,USA,1972,1279110000000.0
2808,UZB,1972,
2809,VCT,1972,27585804.8653032
2810,VEN,1972,13977727272.7273
2811,VGB,1972,
2812,VIR,1972,
2813,VNM,1972,
2814,VUT,1972,
2815,WSM,1972,
2816,KSO,1972,
2817,YEM,1972,
2818,ZAF,1972,24515919216.8851
2819,ZMB,1972,1873249299.71989
2820,ZWE,1972,2677729400.0
2821,ABW,1973,
2822,AFG,1973,1733333264.44444
2823,AGO,1973,
2824,ALB,1973,
2825,AND,1973,150841639.297444
2826,ARE,1973,
2827,ARG,1973,
2828,ARM,1973,
2829,ASM,1973,
2830,ATG,1973,
2831,AUS,1973,63830877642.5368
2832,AUT,1973,29515467706.796
2833,AZE,1973,
2834,BDI,1973,304339839.552146
2835,BEL,1973,47743801490.3747
2836,BEN,1973,504376074.185709
2837,BFA,1973,674773569.877548
2838,BGD,1973,8086725729.3407
2839,BGR,1973,
2840,BHR,1973,
2841,BHS,1973,670900000.0
2842,BIH,1973,
2843,BLR,1973,
2844,BLZ,1973,78214767.8301496
2845,BMU,1973,269500000.0
2846,BOL,1973,1263600000.0
2847,BRA,1973,
2848,BRB,1973,
2849,BRN,1973,433095526.686136
2850,BTN,1973,
2851,BWA,1973,244124164.042218
2852,CAF,1973,271183082.043062
2853,CAN,1973,131764343565.643
2854,CHE,1973,
2855,,1973,
2856,CHL,1973,16826390943.8597
2857,CHN,1973,138543170458.064
2858,CIV,1973,2508421425.57669
2859,CMR,1973,1901393361.02282
2860,COD,1973,
2861,COG,1973,541973362.610423
2862,COL,1973,10315760000.3394
2863,COM,1973,
2864,CPV,1973,
2865,CRI,1973,1528925846.25467
2866,CUB,1973,9987709650.18094
2867,CUW,1973,
2868,CYM,1973,
2869,CYP,1973,
2870,CZE,1973,
2871,DEU,1973,398374021953.897
2872,DJI,1973,
2873,DMA,1973,
2874,DNK,1973,30730626663.3606
2875,DOM,1973,2344800000.0
2876,DZA,1973,8707858912.12481
2877,ECU,1973,3891754150.23796
2878,EGY,1973,10098534613.4411
2879,ERI,1973,
2880,ESP,1973,78639525985.1513
2881,EST,1973,
2882,ETH,1973,
2883,FIN,1973,19472363466.6252
2884,FJI,1973,425950487.519894
2885,FRA,1973,264429876252.21
2886,FRO,1973,161236465.823622
2887,FSM,1973,
2888,GAB,1973,722780701.295854
2889,GBR,1973,192537971582.558
2890,GEO,1973,
2891,GHA,1973,3018103448.27586
2892,GIB,1973,
2893,GIN,1973,
2894,GMB,1973,75187749.0961317
2895,GNB,1973,89374237.2881356
2896,GNQ,1973,81203226.9138345
2897,GRC,1973,22347848101.2658
2898,GRD,1973,
2899,GRL,1973,140153748.243656
2900,GTM,1973,2569200100.0
2901,GUM,1973,
2902,GUY,1973,307047619.047619
2903,,1973,8030117555.62033
2904,HND,1973,912499493.750253
2905,HRV,1973,
2906,HTI,1973,466798975.004938
2907,HUN,1973,
2908,IDN,1973,16273253012.0482
2909,IMN,1973,
2910,IND,1973,85515269585.4
2911,IRL,1973,7481173065.79201
2912,IRN,1973,27081698249.5083
2913,IRQ,1973,5134367778.1446
2914,ISL,1973,1154440252.96794
2915,ISR,1973,
2916,ITA,1973,175492055795.417
2917,JAM,1973,1905917553.19149
2918,JOR,1973,943783839.718052
2919,JPN,1973,441460582535.921
2920,KAZ,1973,
2921,KEN,1973,2509001324.34591
2922,KGZ,1973,
2923,KHM,1973,702899155.982033
2924,KIR,1973,31710657.7257811
2925,KNA,1973,24196018.3767228
2926,KOR,1973,13876472208.2678
2927,KWT,1973,5408804607.3129
2928,LAO,1973,
2929,LBN,1973,
2930,LBR,1973,
2931,LBY,1973,
2932,LCA,1973,
2933,LIE,1973,165928881.55552
2934,LKA,1973,2875625000.0
2935,LSO,1973,121188715.759865
2936,LTU,1973,
2937,LUX,1973,2609875802.11136
2938,LVA,1973,
2939,,1973,
2940,MAF,1973,
2941,MAR,1973,6242145880.08876
2942,MCO,1973,523554039.203208
2943,MDA,1973,
2944,MDG,1973,1653062335.00286
2945,MDV,1973,
2946,MEX,1973,55280000000.0
2947,MHL,1973,
2948,MKD,1973,
2949,MLI,1973,563683703.304705
2950,MLT,1973,345602025.375393
2951,MMR,1973,719754670.07264
2952,MNE,1973,
2953,MNG,1973,
2954,MNP,1973,
2955,MOZ,1973,
2956,MRT,1973,493237876.295464
2957,MUS,1973,
2958,MWI,1973,
2959,MYS,1973,7662902677.9027
2960,NAM,1973,
2961,NCL,1973,542293399.862618
2962,NER,1973,946385105.193732
2963,NGA,1973,15162871287.1287
2964,NIC,1973,
2965,NLD,1973,71840909664.1968
2966,NOR,1973,22534253702.8686
2967,NPL,1973,972101724.995368
2968,NRU,1973,
2969,NZL,1973,12802281897.8712
2970,OMN,1973,483066990.612417
2971,PAK,1973,6383429490.21091
2972,PAN,1973,1913793400.0
2973,PER,1973,
2974,PHL,1973,11412449735.3056
2975,PLW,1973,
2976,PNG,1973,1299079410.43638
2977,POL,1973,
2978,PRI,1973,7002400000.0
2979,PRK,1973,
2980,PRT,1973,15090564186.4268
2981,PRY,1973,995531746.031746
2982,PSE,1973,
2983,PYF,1973,431252938.061046
2984,QAT,1973,793885559.971313
2985,ROU,1973,
2986,RUS,1973,
2987,RWA,1973,290746157.145921
2988,SAU,1973,14947535415.9516
2989,SDN,1973,3079022988.50575
2990,SEN,1973,1863398590.4556
2991,SGP,1973,3696213333.33333
2992,SLB,1973,55272108.8435374
2993,SLE,1973,575471323.529412
2994,SLV,1973,1442320000.0
2995,SMR,1973,
2996,SOM,1973,507028428.241662
2997,SRB,1973,
2998,SSD,1973,
2999,STP,1973,
3000,SUR,1973,339450000.0
3001,SVK,1973,
3002,SVN,1973,
3003,SWE,1973,59404966684.2214
3004,SWZ,1973,221915127.550763
3005,SXM,1973,
3006,SYC,1973,36896280.4764104
3007,SYR,1973,2579219250.63755
3008,TCA,1973,
3009,TCD,1973,647199482.982537
3010,TGO,1973,406479937.162316
3011,THA,1973,10838587357.7466
3012,TJK,1973,
3013,TKM,1973,
3014,TLS,1973,
3015,TON,1973,
3016,TTO,1973,1308799458.96284
3017,TUN,1973,2730813385.32624
3018,TUR,1973,26000000000.0
3019,TUV,1973,
3020,TZA,1973,
3021,UGA,1973,1701829789.02127
3022,UKR,1973,
3023,URY,1973,3964994165.69428
3024,USA,1973,1425376000000.0
3025,UZB,1973,
3026,VCT,1973,30165081.0858817
3027,VEN,1973,17035581395.3488
3028,VGB,1973,
3029,VIR,1973,
3030,VNM,1973,
3031,VUT,1973,
3032,WSM,1973,
3033,KSO,1973,
3034,YEM,1973,
3035,ZAF,1973,33262772008.1446
3036,ZMB,1973,2435736196.31902
3037,ZWE,1973,3309353600.0
3038,ABW,1974,
3039,AFG,1974,2155555497.77778
3040,AGO,1974,
3041,ALB,1974,
3042,AND,1974,186557081.998137
3043,ARE,1974,
3044,ARG,1974,
3045,ARM,1974,
3046,ASM,1974,
3047,ATG,1974,
3048,AUS,1974,88963890935.888
3049,AUT,1974,35189299911.6608
3050,AZE,1974,
3051,BDI,1974,345263492.063492
3052,BEL,1974,56033077879.0389
3053,BEN,1974,554654860.702577
3054,BFA,1974,751133430.449301
3055,BGD,1974,12512460519.7088
3056,BGR,1974,
3057,BHR,1974,
3058,BHS,1974,632400000.0
3059,BIH,1974,
3060,BLR,1974,
3061,BLZ,1974,103160450.445869
3062,BMU,1974,312600000.0
3063,BOL,1974,2101300000.0
3064,BRA,1974,
3065,BRB,1974,311809337.473213
3066,BRN,1974,1073591623.99918
3067,BTN,1974,
3068,BWA,1974,306044207.530203
3069,CAF,1974,281398705.570596
3070,CAN,1974,160949188139.059
3071,CHE,1974,
3072,,1974,
3073,CHL,1974,16209693232.0782
3074,CHN,1974,144188970821.072
3075,CIV,1974,3070152313.83854
3076,CMR,1974,2157415532.54796
3077,COD,1974,
3078,COG,1974,585364634.473977
3079,COL,1974,12370029583.6419
3080,COM,1974,
3081,CPV,1974,
3082,CRI,1974,1666544754.09836
3083,CUB,1974,11405957317.0732
3084,CUW,1974,
3085,CYM,1974,
3086,CYP,1974,
3087,CZE,1974,
3088,DEU,1974,445303484241.554
3089,DJI,1974,
3090,DMA,1974,
3091,DNK,1974,34160444798.1099
3092,DOM,1974,2925700000.0
3093,DZA,1974,13209871625.9044
3094,ECU,1974,6599257044.12414
3095,EGY,1974,9228963224.60004
3096,ERI,1974,
3097,ESP,1974,97274006345.5437
3098,EST,1974,
3099,ETH,1974,
3100,FIN,1974,24848821490.4679
3101,FJI,1974,558587097.382833
3102,FRA,1974,285553737043.099
3103,FRO,1974,196771070.895339
3104,FSM,1974,
3105,GAB,1974,1544216001.66059
3106,GBR,1974,206131369798.971
3107,GEO,1974,
3108,GHA,1974,2894409937.8882
3109,GIB,1974,
3110,GIN,1974,
3111,GMB,1974,95796021.6888272
3112,GNB,1974,98775328.9473684
3113,GNQ,1974,94159862.7073691
3114,GRC,1974,25351306818.1818
3115,GRD,1974,
3116,GRL,1974,169918948.629182
3117,GTM,1974,3161499900.0
3118,GUM,1974,
3119,GUY,1974,433954545.454545
3120,,1974,9388695366.84578
3121,HND,1974,1034500000.0
3122,HRV,1974,
3123,HTI,1974,565399296.718132
3124,HUN,1974,
3125,IDN,1974,25802409638.5542
3126,IMN,1974,
3127,IND,1974,99525899116.054
3128,IRL,1974,7896860614.98803
3129,IRN,1974,46209092072.1383
3130,IRQ,1974,11516762614.2906
3131,ISL,1974,1515190595.29765
3132,ISR,1974,
3133,ITA,1974,199564489431.378
3134,JAM,1974,2375122375.12238
3135,JOR,1974,1197483948.68547
3136,JPN,1974,490035789970.299
3137,KAZ,1974,
3138,KEN,1974,2969958812.01648
3139,KGZ,1974,
3140,KHM,1974,588443893.689773
3141,KIR,1974,85637174.3722131
3142,KNA,1974,31514856.3078422
3143,KOR,1974,19543973941.3681
3144,KWT,1974,13006948296.2705
3145,LAO,1974,
3146,LBN,1974,
3147,LBR,1974,
3148,LBY,1974,
3149,LCA,1974,
3150,LIE,1974,193980464.882101
3151,LKA,1974,3574586466.16541
3152,LSO,1974,150851316.52727
3153,LTU,1974,
3154,LUX,1974,3183637116.81856
3155,LVA,1974,
3156,,1974,
3157,MAF,1974,
3158,MAR,1974,7675466449.35531
3159,MCO,1974,563949254.114034
3160,MDA,1974,
3161,MDG,1974,1917508190.04689
3162,MDV,1974,
3163,MEX,1974,72000000000.0
3164,MHL,1974,
3165,MKD,1974,
3166,MLI,1974,538747339.956033
3167,MLT,1974,376094108.475331
3168,MMR,1974,1225589878.06809
3169,MNE,1974,
3170,MNG,1974,
3171,MNP,1974,
3172,MOZ,1974,
3173,MRT,1974,613010552.478717
3174,MUS,1974,
3175,MWI,1974,
3176,MYS,1974,9496204301.74981
3177,NAM,1974,
3178,NCL,1974,637403478.492486
3179,NER,1974,1026137110.89309
3180,NGA,1974,24846641318.1242
3181,NIC,1974,
3182,NLD,1974,87243413394.5405
3183,NOR,1974,27145693810.1341
3184,NPL,1974,1217953546.97604
3185,NRU,1974,
3186,NZL,1974,13940981798.1247
3187,OMN,1974,1645917776.49102
3188,PAK,1974,8899191919.19192
3189,PAN,1974,2188307600.0
3190,PER,1974,
3191,PHL,1974,15607882555.2916
3192,PLW,1974,
3193,PNG,1974,1467417672.17002
3194,POL,1974,
3195,PRI,1974,7684800000.0
3196,PRK,1974,
3197,PRT,1974,17512391475.9274
3198,PRY,1974,1333475396.8254
3199,PSE,1974,
3200,PYF,1974,555340842.860311
3201,QAT,1974,2401403227.44085
3202,ROU,1974,
3203,RUS,1974,
3204,RWA,1974,308458423.183854
3205,SAU,1974,45412971909.3794
3206,SDN,1974,3961206896.55172
3207,SEN,1974,2099325228.95651
3208,SGP,1974,5221534955.64418
3209,SLB,1974,84539332.282562
3210,SLE,1974,648940350.877193
3211,SLV,1974,1665880000.0
3212,SMR,1974,
3213,SOM,1974,467577432.247816
3214,SRB,1974,
3215,SSD,1974,
3216,STP,1974,
3217,SUR,1974,409850000.0
3218,SVK,1974,
3219,SVN,1974,
3220,SWE,1974,66013338964.725
3221,SWZ,1974,264320940.959002
3222,SXM,1974,
3223,SYC,1974,43134496.1645367
3224,SYR,1974,4244669785.05014
3225,TCA,1974,
3226,TCD,1974,652532795.084805
3227,TGO,1974,560437817.101245
3228,THA,1974,13702998512.4492
3229,TJK,1974,
3230,TKM,1974,
3231,TLS,1974,
3232,TON,1974,
3233,TTO,1974,2042031901.42217
3234,TUN,1974,3545868575.14639
3235,TUR,1974,35414285714.2857
3236,TUV,1974,
3237,TZA,1974,
3238,UGA,1974,2098944967.20844
